country,decile,year,data_level,ewbi_score,eu_priority_score,secondary_score,primary_score,eu_priority,secondary_indicator,primary_index
EE,All Deciles,2018,Secondary Indicator,,,0.8689933780769796,,Sustainable Transport and Tourism,Tourism,
EE,All Deciles,2019,EWBI,0.569107145596113,,,,,,
EE,All Deciles,2019,EU Priority,,0.4278230829440433,,,Agriculture and Food,,
EE,All Deciles,2019,EU Priority,,0.5296119739763518,,,Energy and Housing,,
EE,All Deciles,2019,EU Priority,,0.6365545481862898,,,Equality,,
EE,All Deciles,2019,EU Priority,,0.5085790824151,,,Health and Animal Welfare,,
EE,All Deciles,2019,EU Priority,,0.4623057432582393,,,"Intergenerational Fairness, Youth, Culture and Sport",,
EE,All Deciles,2019,EU Priority,,0.8241039750472525,,,"Social Rights and Skills, Quality Jobs and Preparedness",,
EE,All Deciles,2019,EU Priority,,0.6467960370359132,,,Sustainable Transport and Tourism,,
EE,All Deciles,2019,Secondary Indicator,,,0.4372788945343113,,Agriculture and Food,Nutrition need,
EE,All Deciles,2019,Secondary Indicator,,,0.4183672713537754,,Agriculture and Food,Nutrition expense,
EE,All Deciles,2019,Secondary Indicator,,,0.7591506213391531,,Energy and Housing,Housing quality,
EE,All Deciles,2019,Secondary Indicator,,,0.4810596631092841,,Energy and Housing,Energy,
EE,All Deciles,2019,Secondary Indicator,,,0.3486256374806182,,Energy and Housing,Housing expense,
EE,All Deciles,2019,Secondary Indicator,,,0.8754820622788928,,Equality,Life satisfaction,
EE,All Deciles,2019,Secondary Indicator,,,0.5835219221801908,,Equality,Security,
EE,All Deciles,2019,Secondary Indicator,,,0.2946343353482842,,Equality,Community,
EE,All Deciles,2019,Secondary Indicator,,,0.7925798729377915,,Equality,Digital Skills,
EE,All Deciles,2019,Secondary Indicator,,,0.4224391860280342,,Health and Animal Welfare,Health condition and impact,
EE,All Deciles,2019,Secondary Indicator,,,0.3990793747748033,,Health and Animal Welfare,Health cost and medical care,
EE,All Deciles,2019,Secondary Indicator,,,0.7042186864424623,,Health and Animal Welfare,Accidents and addictive behaviour,
EE,All Deciles,2019,Secondary Indicator,,,1.0,,"Intergenerational Fairness, Youth, Culture and Sport",Education,
EE,All Deciles,2019,Secondary Indicator,,,0.0243325316236933,,"Intergenerational Fairness, Youth, Culture and Sport",Education expense,
EE,All Deciles,2019,Secondary Indicator,,,0.3625846981510246,,"Intergenerational Fairness, Youth, Culture and Sport",Leisure and culture,
EE,All Deciles,2019,Secondary Indicator,,,0.7102481247814026,,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,
EE,All Deciles,2019,Secondary Indicator,,,0.9379598253131024,,"Social Rights and Skills, Quality Jobs and Preparedness",Unemployment,
EE,All Deciles,2019,Secondary Indicator,,,0.4245986959948465,,Sustainable Transport and Tourism,Transport,
EE,All Deciles,2019,Secondary Indicator,,,0.8689933780769796,,Sustainable Transport and Tourism,Tourism,
EE,All Deciles,2020,EWBI,0.5387586764896937,,,,,,
EE,All Deciles,2020,EU Priority,,0.4278230829440433,,,Agriculture and Food,,
EE,All Deciles,2020,EU Priority,,0.5296119739763518,,,Energy and Housing,,
EE,All Deciles,2020,EU Priority,,0.6365545481862898,,,Equality,,
EE,All Deciles,2020,EU Priority,,0.5085790824151,,,Health and Animal Welfare,,
EE,All Deciles,2020,EU Priority,,0.4623057432582393,,,"Intergenerational Fairness, Youth, Culture and Sport",,
EE,All Deciles,2020,EU Priority,,0.8241039750472525,,,"Social Rights and Skills, Quality Jobs and Preparedness",,
EE,All Deciles,2020,EU Priority,,0.6467960370359132,,,Sustainable Transport and Tourism,,
EE,All Deciles,2020,Secondary Indicator,,,0.4372788945343113,,Agriculture and Food,Nutrition need,
EE,All Deciles,2020,Secondary Indicator,,,0.4183672713537754,,Agriculture and Food,Nutrition expense,
EE,All Deciles,2020,Secondary Indicator,,,0.7591506213391531,,Energy and Housing,Housing quality,
EE,All Deciles,2020,Secondary Indicator,,,0.4810596631092841,,Energy and Housing,Energy,
EE,All Deciles,2020,Secondary Indicator,,,0.3486256374806182,,Energy and Housing,Housing expense,
EE,All Deciles,2020,Secondary Indicator,,,0.8754820622788928,,Equality,Life satisfaction,
EE,All Deciles,2020,Secondary Indicator,,,0.5835219221801908,,Equality,Security,
EE,All Deciles,2020,Secondary Indicator,,,0.2946343353482842,,Equality,Community,
EE,All Deciles,2020,Secondary Indicator,,,0.7925798729377915,,Equality,Digital Skills,
EE,All Deciles,2020,Secondary Indicator,,,0.4224391860280342,,Health and Animal Welfare,Health condition and impact,
EE,All Deciles,2020,Secondary Indicator,,,0.3990793747748033,,Health and Animal Welfare,Health cost and medical care,
EE,All Deciles,2020,Secondary Indicator,,,0.7042186864424623,,Health and Animal Welfare,Accidents and addictive behaviour,
EE,All Deciles,2020,Secondary Indicator,,,1.0,,"Intergenerational Fairness, Youth, Culture and Sport",Education,
EE,All Deciles,2020,Secondary Indicator,,,0.0243325316236933,,"Intergenerational Fairness, Youth, Culture and Sport",Education expense,
EE,All Deciles,2020,Secondary Indicator,,,0.3625846981510246,,"Intergenerational Fairness, Youth, Culture and Sport",Leisure and culture,
EE,All Deciles,2020,Secondary Indicator,,,0.7102481247814026,,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,
EE,All Deciles,2020,Secondary Indicator,,,0.9379598253131024,,"Social Rights and Skills, Quality Jobs and Preparedness",Unemployment,
EE,All Deciles,2020,Secondary Indicator,,,0.4245986959948465,,Sustainable Transport and Tourism,Transport,
EE,All Deciles,2020,Secondary Indicator,,,0.8689933780769796,,Sustainable Transport and Tourism,Tourism,
EE,All Deciles,2021,EWBI,0.5293814895276856,,,,,,
EE,All Deciles,2021,EU Priority,,0.4278230829440433,,,Agriculture and Food,,
EE,All Deciles,2021,EU Priority,,0.5296119739763518,,,Energy and Housing,,
EE,All Deciles,2021,EU Priority,,0.6365545481862898,,,Equality,,
EE,All Deciles,2021,EU Priority,,0.5085790824151,,,Health and Animal Welfare,,
EE,All Deciles,2021,EU Priority,,0.4623057432582393,,,"Intergenerational Fairness, Youth, Culture and Sport",,
EE,All Deciles,2021,EU Priority,,0.8241039750472525,,,"Social Rights and Skills, Quality Jobs and Preparedness",,
EE,All Deciles,2021,EU Priority,,0.6467960370359132,,,Sustainable Transport and Tourism,,
EE,All Deciles,2021,Secondary Indicator,,,0.4372788945343113,,Agriculture and Food,Nutrition need,
EE,All Deciles,2021,Secondary Indicator,,,0.4183672713537754,,Agriculture and Food,Nutrition expense,
EE,All Deciles,2021,Secondary Indicator,,,0.7591506213391531,,Energy and Housing,Housing quality,
EE,All Deciles,2021,Secondary Indicator,,,0.4810596631092841,,Energy and Housing,Energy,
EE,All Deciles,2021,Secondary Indicator,,,0.3486256374806182,,Energy and Housing,Housing expense,
EE,All Deciles,2021,Secondary Indicator,,,0.8754820622788928,,Equality,Life satisfaction,
EE,All Deciles,2021,Secondary Indicator,,,0.5835219221801908,,Equality,Security,
EE,All Deciles,2021,Secondary Indicator,,,0.2946343353482842,,Equality,Community,
EE,All Deciles,2021,Secondary Indicator,,,0.7925798729377915,,Equality,Digital Skills,
EE,All Deciles,2021,Secondary Indicator,,,0.4224391860280342,,Health and Animal Welfare,Health condition and impact,
EE,All Deciles,2021,Secondary Indicator,,,0.3990793747748033,,Health and Animal Welfare,Health cost and medical care,
EE,All Deciles,2021,Secondary Indicator,,,0.7042186864424623,,Health and Animal Welfare,Accidents and addictive behaviour,
EE,All Deciles,2021,Secondary Indicator,,,1.0,,"Intergenerational Fairness, Youth, Culture and Sport",Education,
EE,All Deciles,2021,Secondary Indicator,,,0.0243325316236933,,"Intergenerational Fairness, Youth, Culture and Sport",Education expense,
EE,All Deciles,2021,Secondary Indicator,,,0.3625846981510246,,"Intergenerational Fairness, Youth, Culture and Sport",Leisure and culture,
EE,All Deciles,2021,Secondary Indicator,,,0.7102481247814026,,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,
EE,All Deciles,2021,Secondary Indicator,,,0.9379598253131024,,"Social Rights and Skills, Quality Jobs and Preparedness",Unemployment,
EE,All Deciles,2021,Secondary Indicator,,,0.4245986959948465,,Sustainable Transport and Tourism,Transport,
EE,All Deciles,2021,Secondary Indicator,,,0.8689933780769796,,Sustainable Transport and Tourism,Tourism,
EE,All Deciles,2022,EWBI,0.5307582867871535,,,,,,
EE,All Deciles,2022,EU Priority,,0.4278230829440433,,,Agriculture and Food,,
EE,All Deciles,2022,EU Priority,,0.5296119739763518,,,Energy and Housing,,
EE,All Deciles,2022,EU Priority,,0.6365545481862898,,,Equality,,
EE,All Deciles,2022,EU Priority,,0.5085790824151,,,Health and Animal Welfare,,
EE,All Deciles,2022,EU Priority,,0.4623057432582393,,,"Intergenerational Fairness, Youth, Culture and Sport",,
EE,All Deciles,2022,EU Priority,,0.8241039750472525,,,"Social Rights and Skills, Quality Jobs and Preparedness",,
EE,All Deciles,2022,EU Priority,,0.6467960370359132,,,Sustainable Transport and Tourism,,
EE,All Deciles,2022,Secondary Indicator,,,0.4372788945343113,,Agriculture and Food,Nutrition need,
EE,All Deciles,2022,Secondary Indicator,,,0.4183672713537754,,Agriculture and Food,Nutrition expense,
EE,All Deciles,2022,Secondary Indicator,,,0.7591506213391531,,Energy and Housing,Housing quality,
EE,All Deciles,2022,Secondary Indicator,,,0.4810596631092841,,Energy and Housing,Energy,
EE,All Deciles,2022,Secondary Indicator,,,0.3486256374806182,,Energy and Housing,Housing expense,
EE,All Deciles,2022,Secondary Indicator,,,0.8754820622788928,,Equality,Life satisfaction,
EE,All Deciles,2022,Secondary Indicator,,,0.5835219221801908,,Equality,Security,
EE,All Deciles,2022,Secondary Indicator,,,0.2946343353482842,,Equality,Community,
EE,All Deciles,2022,Secondary Indicator,,,0.7925798729377915,,Equality,Digital Skills,
EE,All Deciles,2022,Secondary Indicator,,,0.4224391860280342,,Health and Animal Welfare,Health condition and impact,
EE,All Deciles,2022,Secondary Indicator,,,0.3990793747748033,,Health and Animal Welfare,Health cost and medical care,
EE,All Deciles,2022,Secondary Indicator,,,0.7042186864424623,,Health and Animal Welfare,Accidents and addictive behaviour,
EE,All Deciles,2022,Secondary Indicator,,,1.0,,"Intergenerational Fairness, Youth, Culture and Sport",Education,
EE,All Deciles,2022,Secondary Indicator,,,0.0243325316236933,,"Intergenerational Fairness, Youth, Culture and Sport",Education expense,
EE,All Deciles,2022,Secondary Indicator,,,0.3625846981510246,,"Intergenerational Fairness, Youth, Culture and Sport",Leisure and culture,
EE,All Deciles,2022,Secondary Indicator,,,0.7102481247814026,,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,
EE,All Deciles,2022,Secondary Indicator,,,0.9379598253131024,,"Social Rights and Skills, Quality Jobs and Preparedness",Unemployment,
EE,All Deciles,2022,Secondary Indicator,,,0.4245986959948465,,Sustainable Transport and Tourism,Transport,
EE,All Deciles,2022,Secondary Indicator,,,0.8689933780769796,,Sustainable Transport and Tourism,Tourism,
EE,All Deciles,2023,EWBI,0.5346244966527428,,,,,,
EE,All Deciles,2023,EU Priority,,0.4278230829440433,,,Agriculture and Food,,
EE,All Deciles,2023,EU Priority,,0.5296119739763518,,,Energy and Housing,,
EE,All Deciles,2023,EU Priority,,0.6365545481862898,,,Equality,,
EE,All Deciles,2023,EU Priority,,0.5085790824151,,,Health and Animal Welfare,,
EE,All Deciles,2023,EU Priority,,0.4623057432582393,,,"Intergenerational Fairness, Youth, Culture and Sport",,
EE,All Deciles,2023,EU Priority,,0.8241039750472525,,,"Social Rights and Skills, Quality Jobs and Preparedness",,
EE,All Deciles,2023,EU Priority,,0.6467960370359132,,,Sustainable Transport and Tourism,,
EE,All Deciles,2023,Secondary Indicator,,,0.4372788945343113,,Agriculture and Food,Nutrition need,
EE,All Deciles,2023,Secondary Indicator,,,0.4183672713537754,,Agriculture and Food,Nutrition expense,
EE,All Deciles,2023,Secondary Indicator,,,0.7591506213391531,,Energy and Housing,Housing quality,
EE,All Deciles,2023,Secondary Indicator,,,0.4810596631092841,,Energy and Housing,Energy,
EE,All Deciles,2023,Secondary Indicator,,,0.3486256374806182,,Energy and Housing,Housing expense,
EE,All Deciles,2023,Secondary Indicator,,,0.8754820622788928,,Equality,Life satisfaction,
EE,All Deciles,2023,Secondary Indicator,,,0.5835219221801908,,Equality,Security,
EE,All Deciles,2023,Secondary Indicator,,,0.2946343353482842,,Equality,Community,
EE,All Deciles,2023,Secondary Indicator,,,0.7925798729377915,,Equality,Digital Skills,
EE,All Deciles,2023,Secondary Indicator,,,0.4224391860280342,,Health and Animal Welfare,Health condition and impact,
EE,All Deciles,2023,Secondary Indicator,,,0.3990793747748033,,Health and Animal Welfare,Health cost and medical care,
EE,All Deciles,2023,Secondary Indicator,,,0.7042186864424623,,Health and Animal Welfare,Accidents and addictive behaviour,
EE,All Deciles,2023,Secondary Indicator,,,1.0,,"Intergenerational Fairness, Youth, Culture and Sport",Education,
EE,All Deciles,2023,Secondary Indicator,,,0.0243325316236933,,"Intergenerational Fairness, Youth, Culture and Sport",Education expense,
EE,All Deciles,2023,Secondary Indicator,,,0.3625846981510246,,"Intergenerational Fairness, Youth, Culture and Sport",Leisure and culture,
EE,All Deciles,2023,Secondary Indicator,,,0.7102481247814026,,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,
EE,All Deciles,2023,Secondary Indicator,,,0.9379598253131024,,"Social Rights and Skills, Quality Jobs and Preparedness",Unemployment,
EE,All Deciles,2023,Secondary Indicator,,,0.4245986959948465,,Sustainable Transport and Tourism,Transport,
EE,All Deciles,2023,Secondary Indicator,,,0.8689933780769796,,Sustainable Transport and Tourism,Tourism,
EL,All Deciles,2004,EWBI,0.4170361099650578,,,,,,
EL,All Deciles,2004,EU Priority,,0.8505735490900852,,,Agriculture and Food,,
EL,All Deciles,2004,EU Priority,,0.5557877892603172,,,Energy and Housing,,
EL,All Deciles,2004,EU Priority,,0.4971605281029214,,,Equality,,
EL,All Deciles,2004,EU Priority,,0.6523300456910244,,,Health and Animal Welfare,,
EL,All Deciles,2004,EU Priority,,0.3320405006514904,,,"Intergenerational Fairness, Youth, Culture and Sport",,
EL,All Deciles,2004,EU Priority,,0.5220272762777722,,,"Social Rights and Skills, Quality Jobs and Preparedness",,
EL,All Deciles,2004,EU Priority,,0.4963254877455825,,,Sustainable Transport and Tourism,,
EL,All Deciles,2004,Secondary Indicator,,,0.7513110905416689,,Agriculture and Food,Nutrition need,
EL,All Deciles,2004,Secondary Indicator,,,0.9498360076385016,,Agriculture and Food,Nutrition expense,
EL,All Deciles,2004,Secondary Indicator,,,0.4348150186907935,,Energy and Housing,Housing quality,
EL,All Deciles,2004,Secondary Indicator,,,0.508641350779105,,Energy and Housing,Energy,
EL,All Deciles,2004,Secondary Indicator,,,0.7239069983110534,,Energy and Housing,Housing expense,
EL,All Deciles,2004,Secondary Indicator,,,0.801732412576095,,Equality,Life satisfaction,
EL,All Deciles,2004,Secondary Indicator,,,0.0485380415503682,,Equality,Security,
EL,All Deciles,2004,Secondary Indicator,,,0.5832749369677095,,Equality,Community,
EL,All Deciles,2004,Secondary Indicator,,,0.5550967213175131,,Equality,Digital Skills,
EL,All Deciles,2004,Secondary Indicator,,,0.6492280635312333,,Health and Animal Welfare,Health condition and impact,
EL,All Deciles,2004,Secondary Indicator,,,0.711175540586094,,Health and Animal Welfare,Health cost and medical care,
EL,All Deciles,2004,Secondary Indicator,,,0.5965865329557457,,Health and Animal Welfare,Accidents and addictive behaviour,
EL,All Deciles,2004,Secondary Indicator,,,0.4423671628635636,,"Intergenerational Fairness, Youth, Culture and Sport",Education,
EL,All Deciles,2004,Secondary Indicator,,,0.0532543390909076,,"Intergenerational Fairness, Youth, Culture and Sport",Education expense,
EL,All Deciles,2004,Secondary Indicator,,,0.5005,,"Intergenerational Fairness, Youth, Culture and Sport",Leisure and culture,
EL,All Deciles,2004,Secondary Indicator,,,0.5876912984124358,,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,
EL,All Deciles,2004,Secondary Indicator,,,0.4563632541431087,,"Social Rights and Skills, Quality Jobs and Preparedness",Unemployment,
EL,All Deciles,2004,Secondary Indicator,,,0.3261268281289003,,Sustainable Transport and Tourism,Transport,
EL,All Deciles,2004,Secondary Indicator,,,0.6665241473622646,,Sustainable Transport and Tourism,Tourism,
EL,All Deciles,2005,EWBI,0.4185943607786047,,,,,,
EL,All Deciles,2005,EU Priority,,0.8505735490900852,,,Agriculture and Food,,
EL,All Deciles,2005,EU Priority,,0.5557877892603172,,,Energy and Housing,,
EL,All Deciles,2005,EU Priority,,0.4971605281029214,,,Equality,,
EL,All Deciles,2005,EU Priority,,0.6523300456910244,,,Health and Animal Welfare,,
EL,All Deciles,2005,EU Priority,,0.3320405006514904,,,"Intergenerational Fairness, Youth, Culture and Sport",,
EL,All Deciles,2005,EU Priority,,0.5220272762777722,,,"Social Rights and Skills, Quality Jobs and Preparedness",,
EL,All Deciles,2005,EU Priority,,0.4963254877455825,,,Sustainable Transport and Tourism,,
EL,All Deciles,2005,Secondary Indicator,,,0.7513110905416689,,Agriculture and Food,Nutrition need,
EL,All Deciles,2005,Secondary Indicator,,,0.9498360076385016,,Agriculture and Food,Nutrition expense,
EL,All Deciles,2005,Secondary Indicator,,,0.4348150186907935,,Energy and Housing,Housing quality,
EL,All Deciles,2005,Secondary Indicator,,,0.508641350779105,,Energy and Housing,Energy,
EL,All Deciles,2005,Secondary Indicator,,,0.7239069983110534,,Energy and Housing,Housing expense,
EL,All Deciles,2005,Secondary Indicator,,,0.801732412576095,,Equality,Life satisfaction,
EL,All Deciles,2005,Secondary Indicator,,,0.0485380415503682,,Equality,Security,
EL,All Deciles,2005,Secondary Indicator,,,0.5832749369677095,,Equality,Community,
EL,All Deciles,2005,Secondary Indicator,,,0.5550967213175131,,Equality,Digital Skills,
EL,All Deciles,2005,Secondary Indicator,,,0.6492280635312333,,Health and Animal Welfare,Health condition and impact,
EL,All Deciles,2005,Secondary Indicator,,,0.711175540586094,,Health and Animal Welfare,Health cost and medical care,
EL,All Deciles,2005,Secondary Indicator,,,0.5965865329557457,,Health and Animal Welfare,Accidents and addictive behaviour,
EL,All Deciles,2005,Secondary Indicator,,,0.4423671628635636,,"Intergenerational Fairness, Youth, Culture and Sport",Education,
EL,All Deciles,2005,Secondary Indicator,,,0.0532543390909076,,"Intergenerational Fairness, Youth, Culture and Sport",Education expense,
EL,All Deciles,2005,Secondary Indicator,,,0.5005,,"Intergenerational Fairness, Youth, Culture and Sport",Leisure and culture,
EL,All Deciles,2005,Secondary Indicator,,,0.5876912984124358,,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,
EL,All Deciles,2005,Secondary Indicator,,,0.4563632541431087,,"Social Rights and Skills, Quality Jobs and Preparedness",Unemployment,
EL,All Deciles,2005,Secondary Indicator,,,0.3261268281289003,,Sustainable Transport and Tourism,Transport,
EL,All Deciles,2005,Secondary Indicator,,,0.6665241473622646,,Sustainable Transport and Tourism,Tourism,
EL,All Deciles,2006,EWBI,0.4180973292092894,,,,,,
EL,All Deciles,2006,EU Priority,,0.8505735490900852,,,Agriculture and Food,,
EL,All Deciles,2006,EU Priority,,0.5557877892603172,,,Energy and Housing,,
EL,All Deciles,2006,EU Priority,,0.4971605281029214,,,Equality,,
EL,All Deciles,2006,EU Priority,,0.6523300456910244,,,Health and Animal Welfare,,
EL,All Deciles,2006,EU Priority,,0.3320405006514904,,,"Intergenerational Fairness, Youth, Culture and Sport",,
EL,All Deciles,2006,EU Priority,,0.5220272762777722,,,"Social Rights and Skills, Quality Jobs and Preparedness",,
EL,All Deciles,2006,EU Priority,,0.4963254877455825,,,Sustainable Transport and Tourism,,
EL,All Deciles,2006,Secondary Indicator,,,0.7513110905416689,,Agriculture and Food,Nutrition need,
EL,All Deciles,2006,Secondary Indicator,,,0.9498360076385016,,Agriculture and Food,Nutrition expense,
EL,All Deciles,2006,Secondary Indicator,,,0.4348150186907935,,Energy and Housing,Housing quality,
EL,All Deciles,2006,Secondary Indicator,,,0.508641350779105,,Energy and Housing,Energy,
EL,All Deciles,2006,Secondary Indicator,,,0.7239069983110534,,Energy and Housing,Housing expense,
EL,All Deciles,2006,Secondary Indicator,,,0.801732412576095,,Equality,Life satisfaction,
EL,All Deciles,2006,Secondary Indicator,,,0.0485380415503682,,Equality,Security,
EL,All Deciles,2006,Secondary Indicator,,,0.5832749369677095,,Equality,Community,
EL,All Deciles,2006,Secondary Indicator,,,0.5550967213175131,,Equality,Digital Skills,
EL,All Deciles,2006,Secondary Indicator,,,0.6492280635312333,,Health and Animal Welfare,Health condition and impact,
EL,All Deciles,2006,Secondary Indicator,,,0.711175540586094,,Health and Animal Welfare,Health cost and medical care,
EL,All Deciles,2006,Secondary Indicator,,,0.5965865329557457,,Health and Animal Welfare,Accidents and addictive behaviour,
EL,All Deciles,2006,Secondary Indicator,,,0.4423671628635636,,"Intergenerational Fairness, Youth, Culture and Sport",Education,
EL,All Deciles,2006,Secondary Indicator,,,0.0532543390909076,,"Intergenerational Fairness, Youth, Culture and Sport",Education expense,
EL,All Deciles,2006,Secondary Indicator,,,0.5005,,"Intergenerational Fairness, Youth, Culture and Sport",Leisure and culture,
EL,All Deciles,2006,Secondary Indicator,,,0.5876912984124358,,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,
EL,All Deciles,2006,Secondary Indicator,,,0.4563632541431087,,"Social Rights and Skills, Quality Jobs and Preparedness",Unemployment,
EL,All Deciles,2006,Secondary Indicator,,,0.3261268281289003,,Sustainable Transport and Tourism,Transport,
EL,All Deciles,2006,Secondary Indicator,,,0.6665241473622646,,Sustainable Transport and Tourism,Tourism,
EL,All Deciles,2007,EWBI,0.4154889752242806,,,,,,
EL,All Deciles,2007,EU Priority,,0.8505735490900852,,,Agriculture and Food,,
EL,All Deciles,2007,EU Priority,,0.5557877892603172,,,Energy and Housing,,
EL,All Deciles,2007,EU Priority,,0.4971605281029214,,,Equality,,
EL,All Deciles,2007,EU Priority,,0.6523300456910244,,,Health and Animal Welfare,,
EL,All Deciles,2007,EU Priority,,0.3320405006514904,,,"Intergenerational Fairness, Youth, Culture and Sport",,
EL,All Deciles,2007,EU Priority,,0.5220272762777722,,,"Social Rights and Skills, Quality Jobs and Preparedness",,
EL,All Deciles,2007,EU Priority,,0.4963254877455825,,,Sustainable Transport and Tourism,,
EL,All Deciles,2007,Secondary Indicator,,,0.7513110905416689,,Agriculture and Food,Nutrition need,
EL,All Deciles,2007,Secondary Indicator,,,0.9498360076385016,,Agriculture and Food,Nutrition expense,
EL,All Deciles,2007,Secondary Indicator,,,0.4348150186907935,,Energy and Housing,Housing quality,
EL,All Deciles,2007,Secondary Indicator,,,0.508641350779105,,Energy and Housing,Energy,
EL,All Deciles,2007,Secondary Indicator,,,0.7239069983110534,,Energy and Housing,Housing expense,
EL,All Deciles,2007,Secondary Indicator,,,0.801732412576095,,Equality,Life satisfaction,
EL,All Deciles,2007,Secondary Indicator,,,0.0485380415503682,,Equality,Security,
EL,All Deciles,2007,Secondary Indicator,,,0.5832749369677095,,Equality,Community,
EL,All Deciles,2007,Secondary Indicator,,,0.5550967213175131,,Equality,Digital Skills,
EL,All Deciles,2007,Secondary Indicator,,,0.6492280635312333,,Health and Animal Welfare,Health condition and impact,
EL,All Deciles,2007,Secondary Indicator,,,0.711175540586094,,Health and Animal Welfare,Health cost and medical care,
EL,All Deciles,2007,Secondary Indicator,,,0.5965865329557457,,Health and Animal Welfare,Accidents and addictive behaviour,
EL,All Deciles,2007,Secondary Indicator,,,0.4423671628635636,,"Intergenerational Fairness, Youth, Culture and Sport",Education,
EL,All Deciles,2007,Secondary Indicator,,,0.0532543390909076,,"Intergenerational Fairness, Youth, Culture and Sport",Education expense,
EL,All Deciles,2007,Secondary Indicator,,,0.5005,,"Intergenerational Fairness, Youth, Culture and Sport",Leisure and culture,
EL,All Deciles,2007,Secondary Indicator,,,0.5876912984124358,,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,
EL,All Deciles,2007,Secondary Indicator,,,0.4563632541431087,,"Social Rights and Skills, Quality Jobs and Preparedness",Unemployment,
EL,All Deciles,2007,Secondary Indicator,,,0.3261268281289003,,Sustainable Transport and Tourism,Transport,
EL,All Deciles,2007,Secondary Indicator,,,0.6665241473622646,,Sustainable Transport and Tourism,Tourism,
EL,All Deciles,2008,EWBI,0.4171680628817362,,,,,,
EL,All Deciles,2008,EU Priority,,0.8505735490900852,,,Agriculture and Food,,
EL,All Deciles,2008,EU Priority,,0.5557877892603172,,,Energy and Housing,,
EL,All Deciles,2008,EU Priority,,0.4971605281029214,,,Equality,,
EL,All Deciles,2008,EU Priority,,0.6523300456910244,,,Health and Animal Welfare,,
EL,All Deciles,2008,EU Priority,,0.3320405006514904,,,"Intergenerational Fairness, Youth, Culture and Sport",,
EL,All Deciles,2008,EU Priority,,0.5220272762777722,,,"Social Rights and Skills, Quality Jobs and Preparedness",,
EL,All Deciles,2008,EU Priority,,0.4963254877455825,,,Sustainable Transport and Tourism,,
EL,All Deciles,2008,Secondary Indicator,,,0.7513110905416689,,Agriculture and Food,Nutrition need,
EL,All Deciles,2008,Secondary Indicator,,,0.9498360076385016,,Agriculture and Food,Nutrition expense,
EL,All Deciles,2008,Secondary Indicator,,,0.4348150186907935,,Energy and Housing,Housing quality,
EL,All Deciles,2008,Secondary Indicator,,,0.508641350779105,,Energy and Housing,Energy,
EL,All Deciles,2008,Secondary Indicator,,,0.7239069983110534,,Energy and Housing,Housing expense,
EL,All Deciles,2008,Secondary Indicator,,,0.801732412576095,,Equality,Life satisfaction,
EL,All Deciles,2008,Secondary Indicator,,,0.0485380415503682,,Equality,Security,
EL,All Deciles,2008,Secondary Indicator,,,0.5832749369677095,,Equality,Community,
EL,All Deciles,2008,Secondary Indicator,,,0.5550967213175131,,Equality,Digital Skills,
EL,All Deciles,2008,Secondary Indicator,,,0.6492280635312333,,Health and Animal Welfare,Health condition and impact,
EL,All Deciles,2008,Secondary Indicator,,,0.711175540586094,,Health and Animal Welfare,Health cost and medical care,
EL,All Deciles,2008,Secondary Indicator,,,0.5965865329557457,,Health and Animal Welfare,Accidents and addictive behaviour,
EL,All Deciles,2008,Secondary Indicator,,,0.4423671628635636,,"Intergenerational Fairness, Youth, Culture and Sport",Education,
EL,All Deciles,2008,Secondary Indicator,,,0.0532543390909076,,"Intergenerational Fairness, Youth, Culture and Sport",Education expense,
EL,All Deciles,2008,Secondary Indicator,,,0.5005,,"Intergenerational Fairness, Youth, Culture and Sport",Leisure and culture,
EL,All Deciles,2008,Secondary Indicator,,,0.5876912984124358,,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,
EL,All Deciles,2008,Secondary Indicator,,,0.4563632541431087,,"Social Rights and Skills, Quality Jobs and Preparedness",Unemployment,
EL,All Deciles,2008,Secondary Indicator,,,0.3261268281289003,,Sustainable Transport and Tourism,Transport,
EL,All Deciles,2008,Secondary Indicator,,,0.6665241473622646,,Sustainable Transport and Tourism,Tourism,
EL,All Deciles,2009,EWBI,0.4175101308557225,,,,,,
EL,All Deciles,2009,EU Priority,,0.8505735490900852,,,Agriculture and Food,,
EL,All Deciles,2009,EU Priority,,0.5557877892603172,,,Energy and Housing,,
EL,All Deciles,2009,EU Priority,,0.4971605281029214,,,Equality,,
EL,All Deciles,2009,EU Priority,,0.6523300456910244,,,Health and Animal Welfare,,
EL,All Deciles,2009,EU Priority,,0.3320405006514904,,,"Intergenerational Fairness, Youth, Culture and Sport",,
EL,All Deciles,2009,EU Priority,,0.5220272762777722,,,"Social Rights and Skills, Quality Jobs and Preparedness",,
EL,All Deciles,2009,EU Priority,,0.4963254877455825,,,Sustainable Transport and Tourism,,
