ISO2,ISO_Type,Country,Region,Emissions_scope,Warming_scenario,Probability_of_reach,Budget_distribution_scenario,Years_to_neutrality_from_latest_available,Years_to_neutrality_from_today,Neutrality_year,Latest_year,Latest_population,Latest_annual_CO2_emissions_Mt,Latest_cumulative_CO2_emissions_Mt,Latest_emissions_per_capita_t,Latest_cumulative_population,Share_of_cumulative_population_Latest_to_2050,Share_of_cumulative_population_1970_to_2050,Share_of_cumulative_population_1970_to_latest,share_of_capacity,Global_Carbon_budget,Country_carbon_budget,Country_budget_per_capita,Share_of_cumulative_emissions,Global_Total_Budget,Total_available_budget,Latest_cumulative_emissions_per_capita,Share_of_global_cumulative_emissions,Country_theoretical_budget,Country_share_of_positive_budgets,scenario_id
CY,Country,Cyprus,Europe,Consumption,2°C,67%,Responsibility,4,2,2026,2022.0,1331370.0,7.03,347.35562288,5.2802752052397155,48771607.5,0.0001813297805675338,0.0001766235434057454,0.0001671012360205706,0.0001094355230386,880703.399207144,13.273385927430262,12.830077576118427,0.0002671487083381345,881050.7548300241,2180936.610293257,0.00026090089372601154,0.0002671487083381345,17.08158038251679,1.5071346311799941e-05,931
CY,Country,Cyprus,Europe,Consumption,2°C,67%,Capacity,-14,-17,2008,2022.0,1331370.0,7.03,347.35562288,5.2802752052397155,48771607.5,0.0001813297805675338,0.0001766235434057454,0.0001671012360205706,0.0001094355230386,880703.399207144,-108.68368421852605,-81.63296770884581,0.0002671487083381345,881050.7548300241,2180936.610293257,0.00026090089372601154,0.0002671487083381345,-108.68368421852605,,932
CZ,Country,Czechia,Europe,Territory,1.5°C,50%,Population,6,4,2029,2023.0,10809716.0,85.624182,7618.347179,7.92103899861939,556736194.5,0.0011717280795509937,0.0014991338733437412,0.0013450147771174755,0.0010557333580104,210596.667995,246.76202934961958,22.827799486093767,0.005636216470662613,218215.015174,1562274.20179,0.0007047684859620734,0.005636216470662613,,,933
CZ,Country,Czechia,Europe,Territory,1.5°C,50%,Responsibility,-41,-43,1982,2023.0,10809716.0,85.624182,7618.347179,7.92103899861939,556736194.5,0.0011717280795509937,0.0014991338733437412,0.0013450147771174755,0.0010557333580104,210596.667995,-5517.065291683041,-510.38022568613655,0.005636216470662613,218215.015174,1562274.20179,0.0007047684859620734,0.005636216470662613,-5517.065291683041,,934
CZ,Country,Czechia,Europe,Territory,1.5°C,50%,NDC Pledges,27,25,2050,2023.0,10809716.0,85.624182,7618.347179,7.92103899861939,556736194.5,0.0011717280795509937,0.0014991338733437412,0.0013450147771174755,0.0010557333580104,210596.667995,1155.926457,106.93402648136177,0.005636216470662613,218215.015174,1562274.20179,0.0007047684859620734,0.005636216470662613,,,935
CZ,Country,Czechia,Europe,Territory,1.5°C,50%,Capacity,-44,-46,1979,2023.0,10809716.0,85.624182,7618.347179,7.92103899861939,556736194.5,0.0011717280795509937,0.0014991338733437412,0.0013450147771174755,0.0010557333580104,210596.667995,-5969.002189811226,-552.1886226993591,0.005636216470662613,218215.015174,1562274.20179,0.0007047684859620734,0.005636216470662613,-5969.002189811226,,936
CZ,Country,Czechia,Europe,Territory,1.5°C,67%,Population,1,-1,2024,2023.0,10809716.0,85.624182,7618.347179,7.92103899861939,556736194.5,0.0011717280795509937,0.0014991338733437412,0.0013450147771174755,0.0010557333580104,23596.667995000003,27.648878473583753,2.557780285215981,0.005636216470662613,31215.015174000004,1375274.20179,0.0007047684859620734,0.005636216470662613,,,937
CZ,Country,Czechia,Europe,Territory,1.5°C,67%,Responsibility,-43,-45,1980,2023.0,10809716.0,85.624182,7618.347179,7.92103899861939,556736194.5,0.0011717280795509937,0.0014991338733437412,0.0013450147771174755,0.0010557333580104,23596.667995000003,-5768.583055004009,-533.6479751183111,0.005636216470662613,31215.015174000004,1375274.20179,0.0007047684859620734,0.005636216470662613,-5768.583055004009,,938
CZ,Country,Czechia,Europe,Territory,1.5°C,67%,NDC Pledges,27,25,2050,2023.0,10809716.0,85.624182,7618.347179,7.92103899861939,556736194.5,0.0011717280795509937,0.0014991338733437412,0.0013450147771174755,0.0010557333580104,23596.667995000003,1155.926457,106.93402648136177,0.005636216470662613,31215.015174000004,1375274.20179,0.0007047684859620734,0.005636216470662613,,,939
CZ,Country,Czechia,Europe,Territory,1.5°C,67%,Capacity,-45,-47,1978,2023.0,10809716.0,85.624182,7618.347179,7.92103899861939,556736194.5,0.0011717280795509937,0.0014991338733437412,0.0013450147771174755,0.0010557333580104,23596.667995000003,-6166.42432775917,-570.4520199937881,0.005636216470662613,31215.015174000004,1375274.20179,0.0007047684859620734,0.005636216470662613,-6166.42432775917,,940
CZ,Country,Czechia,Europe,Territory,2°C,50%,Population,32,30,2055,2023.0,10809716.0,85.624182,7618.347179,7.92103899861939,556736194.5,0.0011717280795509937,0.0014991338733437412,0.0013450147771174755,0.0010557333580104,1182596.667995,1385.6817226731855,128.18854100081683,0.005636216470662613,1190215.015174,2534274.2017900003,0.0007047684859620734,0.005636216470662613,,,941
CZ,Country,Czechia,Europe,Territory,2°C,50%,Responsibility,-34,-36,1989,2023.0,10809716.0,85.624182,7618.347179,7.92103899861939,556736194.5,0.0011717280795509937,0.0014991338733437412,0.0013450147771174755,0.0010557333580104,1182596.667995,-4209.710928324856,-389.4376992258497,0.005636216470662613,1190215.015174,2534274.2017900003,0.0007047684859620734,0.005636216470662613,-4209.710928324856,,942
CZ,Country,Czechia,Europe,Territory,2°C,50%,NDC Pledges,27,25,2050,2023.0,10809716.0,85.624182,7618.347179,7.92103899861939,556736194.5,0.0011717280795509937,0.0014991338733437412,0.0013450147771174755,0.0010557333580104,1182596.667995,1155.926457,106.93402648136177,0.005636216470662613,1190215.015174,2534274.2017900003,0.0007047684859620734,0.005636216470662613,,,943
CZ,Country,Czechia,Europe,Territory,2°C,50%,Capacity,-38,-40,1985,2023.0,10809716.0,85.624182,7618.347179,7.92103899861939,556736194.5,0.0011717280795509937,0.0014991338733437412,0.0013450147771174755,0.0010557333580104,1182596.667995,-4942.829365825117,-457.25802285879826,0.005636216470662613,1190215.015174,2534274.2017900003,0.0007047684859620734,0.005636216470662613,-4942.829365825117,,944
CZ,Country,Czechia,Europe,Territory,2°C,67%,Population,25,23,2048,2023.0,10809716.0,85.624182,7618.347179,7.92103899861939,556736194.5,0.0011717280795509937,0.0014991338733437412,0.0013450147771174755,0.0010557333580104,907596.667995,1063.4565007966623,98.37968923482008,0.005636216470662613,915215.0151740001,2259274.2017900003,0.0007047684859620734,0.005636216470662613,,,945
CZ,Country,Czechia,Europe,Territory,2°C,67%,Responsibility,-36,-38,1987,2023.0,10809716.0,85.624182,7618.347179,7.92103899861939,556736194.5,0.0011717280795509937,0.0014991338733437412,0.0013450147771174755,0.0010557333580104,907596.667995,-4579.589992032161,-423.6549778025769,0.005636216470662613,915215.0151740001,2259274.2017900003,0.0007047684859620734,0.005636216470662613,-4579.589992032161,,946
CZ,Country,Czechia,Europe,Territory,2°C,67%,NDC Pledges,27,25,2050,2023.0,10809716.0,85.624182,7618.347179,7.92103899861939,556736194.5,0.0011717280795509937,0.0014991338733437412,0.0013450147771174755,0.0010557333580104,907596.667995,1155.926457,106.93402648136177,0.005636216470662613,915215.0151740001,2259274.2017900003,0.0007047684859620734,0.005636216470662613,,,947
CZ,Country,Czechia,Europe,Territory,2°C,67%,Capacity,-40,-42,1983,2023.0,10809716.0,85.624182,7618.347179,7.92103899861939,556736194.5,0.0011717280795509937,0.0014991338733437412,0.0013450147771174755,0.0010557333580104,907596.667995,-5233.1560392779775,-484.1159600564879,0.005636216470662613,915215.0151740001,2259274.2017900003,0.0007047684859620734,0.005636216470662613,-5233.1560392779775,,948
CZ,Country,Czechia,Europe,Consumption,1.5°C,50%,Population,6,3,2028,2022.0,10673213.0,108.52,8176.7437148,10.16751000846699,545926478.5,0.001308883587065136,0.00164349108939782,0.0013396028786969983,0.0010634927505198,230438.2834789879,301.61688707711033,28.259239938068355,0.006288674712415467,238615.0271937879,1530671.4945651006,0.0007660995536020878,0.006288674712415467,,,949
CZ,Country,Czechia,Europe,Consumption,1.5°C,50%,Responsibility,-43,-46,1979,2022.0,10673213.0,108.52,8176.7437148,10.16751000846699,545926478.5,0.001308883587065136,0.00164349108939782,0.0013396028786969983,0.0010634927505198,230438.2834789879,-6126.2517743411545,-573.9838392001691,0.006288674712415467,238615.0271937879,1530671.4945651006,0.0007660995536020878,0.006288674712415467,-6126.2517743411545,,950
CZ,Country,Czechia,Europe,Consumption,1.5°C,50%,Capacity,-45,-48,1977,2022.0,10673213.0,108.52,8176.7437148,10.16751000846699,545926478.5,0.001308883587065136,0.00164349108939782,0.0013396028786969983,0.0010634927505198,230438.2834789879,-6548.885676902708,-613.5814657594399,0.006288674712415467,238615.0271937879,1530671.4945651006,0.0007660995536020878,0.006288674712415467,-6548.885676902708,,951
CZ,Country,Czechia,Europe,Consumption,1.5°C,67%,Population,1,-2,2023,2022.0,10673213.0,108.52,8176.7437148,10.16751000846699,545926478.5,0.001308883587065136,0.00164349108939782,0.0013396028786969983,0.0010634927505198,55976.91096655577,73.26726001873126,6.864592697506484,0.006288674712415467,64153.65468135577,1356210.1220526686,0.0007660995536020878,0.006288674712415467,,,952
CZ,Country,Czechia,Europe,Consumption,1.5°C,67%,Responsibility,-44,-47,1978,2022.0,10673213.0,108.52,8176.7437148,10.16751000846699,545926478.5,0.001308883587065136,0.00164349108939782,0.0013396028786969983,0.0010634927505198,55976.91096655577,-6359.960731180237,-595.8806154416892,0.006288674712415467,64153.65468135577,1356210.1220526686,0.0007660995536020878,0.006288674712415467,-6359.960731180237,,953
CZ,Country,Czechia,Europe,Consumption,1.5°C,67%,Capacity,-45,-48,1977,2022.0,10673213.0,108.52,8176.7437148,10.16751000846699,545926478.5,0.001308883587065136,0.00164349108939782,0.0013396028786969983,0.0010634927505198,55976.91096655577,-6734.424081815414,-630.9650226052281,0.006288674712415467,64153.65468135577,1356210.1220526686,0.0007660995536020878,0.006288674712415467,-6734.424081815414,,954
CZ,Country,Czechia,Europe,Consumption,2°C,50%,Population,27,24,2049,2022.0,10673213.0,108.52,8176.7437148,10.16751000846699,545926478.5,0.001308883587065136,0.00164349108939782,0.0013396028786969983,0.0010634927505198,1137264.2411371914,1488.5464993805567,139.46564163767337,0.006288674712415467,1145440.9848519915,2437497.452223304,0.0007660995536020878,0.006288674712415467,,,955
CZ,Country,Czechia,Europe,Consumption,2°C,50%,Responsibility,-37,-40,1985,2022.0,10673213.0,108.52,8176.7437148,10.16751000846699,545926478.5,0.001308883587065136,0.00164349108939782,0.0013396028786969983,0.0010634927505198,1137264.2411371914,-4911.465110985062,-460.1674407683105,0.006288674712415467,1145440.9848519915,2437497.452223304,0.0007660995536020878,0.006288674712415467,-4911.465110985062,,956
CZ,Country,Czechia,Europe,Consumption,2°C,50%,Capacity,-40,-43,1982,2022.0,10673213.0,108.52,8176.7437148,10.16751000846699,545926478.5,0.001308883587065136,0.00164349108939782,0.0013396028786969983,0.0010634927505198,1137264.2411371914,-5584.482844950033,-523.2241542401555,0.006288674712415467,1145440.9848519915,2437497.452223304,0.0007660995536020878,0.006288674712415467,-5584.482844950033,,957
CZ,Country,Czechia,Europe,Consumption,2°C,67%,Population,21,18,2043,2022.0,10673213.0,108.52,8176.7437148,10.16751000846699,545926478.5,0.001308883587065136,0.00164349108939782,0.0013396028786969983,0.0010634927505198,880703.399207144,1152.738224294705,108.00292510743533,0.006288674712415467,888880.142921944,2180936.610293257,0.0007660995536020878,0.006288674712415467,,,958
CZ,Country,Czechia,Europe,Consumption,2°C,67%,Responsibility,-39,-42,1983,2022.0,10673213.0,108.52,8176.7437148,10.16751000846699,545926478.5,0.001308883587065136,0.00164349108939782,0.0013396028786969983,0.0010634927505198,880703.399207144,-5255.15475339548,-492.36858229995784,0.006288674712415467,888880.142921944,2180936.610293257,0.0007660995536020878,0.006288674712415467,-5255.15475339548,,959
CZ,Country,Czechia,Europe,Consumption,2°C,67%,Capacity,-41,-44,1981,2022.0,10673213.0,108.52,8176.7437148,10.16751000846699,545926478.5,0.001308883587065136,0.00164349108939782,0.0013396028786969983,0.0010634927505198,880703.399207144,-5857.333440409895,-548.7882084251382,0.006288674712415467,888880.142921944,2180936.610293257,0.0007660995536020878,0.006288674712415467,-5857.333440409895,,960
DE,Country,Germany,Europe,Territory,1.5°C,50%,Population,7,5,2030,2023.0,84548231.0,596.151376,49809.832722,7.051021280386103,4354890714.5,0.009246674744688434,0.011792764990436567,0.010520037721078132,0.0072339379156965,210596.667995,1947.3188912649016,23.032047722735932,0.036850381453150886,260406.500717,1562274.20179,0.0005891292122007851,0.036850381453150886,,,961
DE,Country,Germany,Europe,Territory,1.5°C,50%,Responsibility,-38,-40,1985,2023.0,84548231.0,596.151376,49809.832722,7.051021280386103,4354890714.5,0.009246674744688434,0.011792764990436567,0.010520037721078132,0.0072339379156965,210596.667995,-33374.649188501964,-394.7409519248483,0.036850381453150886,260406.500717,1562274.20179,0.0005891292122007851,0.036850381453150886,-33374.649188501964,,962
DE,Country,Germany,Europe,Territory,1.5°C,50%,NDC Pledges,22,20,2045,2023.0,84548231.0,596.151376,49809.832722,7.051021280386103,4354890714.5,0.009246674744688434,0.011792764990436567,0.010520037721078132,0.0072339379156965,210596.667995,6557.6651360000005,77.56123408424715,0.036850381453150886,260406.500717,1562274.20179,0.0005891292122007851,0.036850381453150886,,,963
DE,Country,Germany,Europe,Territory,1.5°C,50%,Capacity,-43,-45,1980,2023.0,84548231.0,596.151376,49809.832722,7.051021280386103,4354890714.5,0.009246674744688434,0.011792764990436567,0.010520037721078132,0.0072339379156965,210596.667995,-38508.43813895683,-455.46119278304985,0.036850381453150886,260406.500717,1562274.20179,0.0005891292122007851,0.036850381453150886,-38508.43813895683,,964
DE,Country,Germany,Europe,Territory,1.5°C,67%,Population,1,-1,2024,2023.0,84548231.0,596.151376,49809.832722,7.051021280386103,4354890714.5,0.009246674744688434,0.011792764990436567,0.010520037721078132,0.0072339379156965,23596.667995000003,218.1907140081644,2.580665632237349,0.036850381453150886,73406.500717,1375274.20179,0.0005891292122007851,0.036850381453150886,,,965
DE,Country,Germany,Europe,Territory,1.5°C,67%,Responsibility,-40,-42,1983,2023.0,84548231.0,596.151376,49809.832722,7.051021280386103,4354890714.5,0.009246674744688434,0.011792764990436567,0.010520037721078132,0.0072339379156965,23596.667995000003,-35341.89624234358,-418.00870135702286,0.036850381453150886,73406.500717,1375274.20179,0.0005891292122007851,0.036850381453150886,-35341.89624234358,,966
DE,Country,Germany,Europe,Territory,1.5°C,67%,NDC Pledges,22,20,2045,2023.0,84548231.0,596.151376,49809.832722,7.051021280386103,4354890714.5,0.009246674744688434,0.011792764990436567,0.010520037721078132,0.0072339379156965,23596.667995000003,6557.6651360000005,77.56123408424715,0.036850381453150886,73406.500717,1375274.20179,0.0005891292122007851,0.036850381453150886,,,967
DE,Country,Germany,Europe,Territory,1.5°C,67%,Capacity,-44,-46,1979,2023.0,84548231.0,596.151376,49809.832722,7.051021280386103,4354890714.5,0.009246674744688434,0.011792764990436567,0.010520037721078132,0.0072339379156965,23596.667995000003,-39861.184529192076,-471.4608934773819,0.036850381453150886,73406.500717,1375274.20179,0.0005891292122007851,0.036850381453150886,-39861.184529192076,,968
DE,Country,Germany,Europe,Territory,2°C,50%,Population,37,35,2060,2023.0,84548231.0,596.151376,49809.832722,7.051021280386103,4354890714.5,0.009246674744688434,0.011792764990436567,0.010520037721078132,0.0072339379156965,1182596.667995,10935.08674310206,129.33548832147724,0.036850381453150886,1232406.500717,2534274.2017900003,0.0005891292122007851,0.036850381453150886,,,969
DE,Country,Germany,Europe,Territory,2°C,50%,Responsibility,-28,-30,1995,2023.0,84548231.0,596.151376,49809.832722,7.051021280386103,4354890714.5,0.009246674744688434,0.011792764990436567,0.010520037721078132,0.0072339379156965,1182596.667995,-23149.172523614023,-273.79842546456143,0.036850381453150886,1232406.500717,2534274.2017900003,0.0005891292122007851,0.036850381453150886,-23149.172523614023,,970
DE,Country,Germany,Europe,Territory,2°C,50%,NDC Pledges,22,20,2045,2023.0,84548231.0,596.151376,49809.832722,7.051021280386103,4354890714.5,0.009246674744688434,0.011792764990436567,0.010520037721078132,0.0072339379156965,1182596.667995,6557.6651360000005,77.56123408424715,0.036850381453150886,1232406.500717,2534274.2017900003,0.0005891292122007851,0.036850381453150886,,,971
DE,Country,Germany,Europe,Territory,2°C,50%,Capacity,-36,-38,1987,2023.0,84548231.0,596.151376,49809.832722,7.051021280386103,4354890714.5,0.009246674744688434,0.011792764990436567,0.010520037721078132,0.0072339379156965,1182596.667995,-31477.050484899835,-372.29697313122773,0.036850381453150886,1232406.500717,2534274.2017900003,0.0005891292122007851,0.036850381453150886,-31477.050484899835,,972
DE,Country,Germany,Europe,Territory,2°C,67%,Population,28,26,2051,2023.0,84548231.0,596.151376,49809.832722,7.051021280386103,4354890714.5,0.009246674744688434,0.011792764990436567,0.010520037721078132,0.0072339379156965,907596.667995,8392.25118831274,99.25992642368522,0.036850381453150886,957406.500717,2259274.2017900003,0.0005891292122007851,0.036850381453150886,,,973
DE,Country,Germany,Europe,Territory,2°C,67%,Responsibility,-31,-33,1992,2023.0,84548231.0,596.151376,49809.832722,7.051021280386103,4354890714.5,0.009246674744688434,0.011792764990436567,0.010520037721078132,0.0072339379156965,907596.667995,-26042.182896910508,-308.01570404128864,0.036850381453150886,957406.500717,2259274.2017900003,0.0005891292122007851,0.036850381453150886,-26042.182896910508,,974
DE,Country,Germany,Europe,Territory,2°C,67%,NDC Pledges,22,20,2045,2023.0,84548231.0,596.151376,49809.832722,7.051021280386103,4354890714.5,0.009246674744688434,0.011792764990436567,0.010520037721078132,0.0072339379156965,907596.667995,6557.6651360000005,77.56123408424715,0.036850381453150886,957406.500717,2259274.2017900003,0.0005891292122007851,0.036850381453150886,,,975
DE,Country,Germany,Europe,Territory,2°C,67%,Capacity,-38,-40,1985,2023.0,84548231.0,596.151376,49809.832722,7.051021280386103,4354890714.5,0.009246674744688434,0.011792764990436567,0.010520037721078132,0.0072339379156965,907596.667995,-33466.38341171637,-395.8259447405395,0.036850381453150886,957406.500717,2259274.2017900003,0.0005891292122007851,0.036850381453150886,-33466.38341171637,,976
DE,Country,Germany,Europe,Consumption,1.5°C,50%,Population,6,3,2028,2022.0,84086227.0,832.7,53977.0009428,9.9029297628017,4270342483.5,0.010368317528424221,0.012928334504186782,0.010553724707636703,0.007287118141708,230438.2834789879,2389.2572938151798,28.414371521452377,0.04151332275054861,284415.2844217879,1530671.4945651006,0.0006419244015170285,0.04151332275054861,,,977
DE,Country,Germany,Europe,Consumption,1.5°C,50%,Responsibility,-37,-40,1985,2022.0,84086227.0,832.7,53977.0009428,9.9029297628017,4270342483.5,0.010368317528424221,0.012928334504186782,0.010553724707636703,0.007287118141708,230438.2834789879,-37822.71537133309,-449.8086871151097,0.04151332275054861,284415.2844217879,1530671.4945651006,0.0006419244015170285,0.04151332275054861,-37822.71537133309,,978
DE,Country,Germany,Europe,Consumption,1.5°C,50%,Capacity,-42,-45,1980,2022.0,84086227.0,832.7,53977.0009428,9.9029297628017,4270342483.5,0.010368317528424221,0.012928334504186782,0.010553724707636703,0.007287118141708,230438.2834789879,-42822.816925759354,-509.2726651388384,0.04151332275054861,284415.2844217879,1530671.4945651006,0.0006419244015170285,0.04151332275054861,-42822.816925759354,,979
DE,Country,Germany,Europe,Consumption,1.5°C,67%,Population,1,-2,2023,2022.0,84086227.0,832.7,53977.0009428,9.9029297628017,4270342483.5,0.010368317528424221,0.012928334504186782,0.010553724707636703,0.007287118141708,55976.91096655577,580.3863871615822,6.902276482943898,0.04151332275054861,109953.91190935577,1356210.1220526686,0.0006419244015170285,0.04151332275054861,,,980
DE,Country,Germany,Europe,Consumption,1.5°C,67%,Responsibility,-39,-42,1983,2022.0,84086227.0,832.7,53977.0009428,9.9029297628017,4270342483.5,0.010368317528424221,0.012928334504186782,0.010553724707636703,0.007287118141708,55976.91096655577,-39663.93266894576,-471.7054633566299,0.04151332275054861,109953.91190935577,1356210.1220526686,0.0006419244015170285,0.04151332275054861,-39663.93266894576,,981
DE,Country,Germany,Europe,Consumption,1.5°C,67%,Capacity,-43,-46,1979,2022.0,84086227.0,832.7,53977.0009428,9.9029297628017,4270342483.5,0.010368317528424221,0.012928334504186782,0.010553724707636703,0.007287118141708,55976.91096655577,-44094.13755842198,-524.3919144858525,0.04151332275054861,109953.91190935577,1356210.1220526686,0.0006419244015170285,0.04151332275054861,-44094.13755842198,,982
DE,Country,Germany,Europe,Consumption,2°C,50%,Population,28,25,2050,2022.0,84086227.0,832.7,53977.0009428,9.9029297628017,4270342483.5,0.010368317528424221,0.012928334504186782,0.010553724707636703,0.007287118141708,1137264.2411371914,11791.516765832812,140.23125054514352,0.04151332275054861,1191241.2420799914,2437497.452223304,0.0006419244015170285,0.04151332275054861,,,983
DE,Country,Germany,Europe,Consumption,2°C,50%,Responsibility,-28,-31,1994,2022.0,84086227.0,832.7,53977.0009428,9.9029297628017,4270342483.5,0.010368317528424221,0.012928334504186782,0.010553724707636703,0.007287118141708,1137264.2411371914,-28252.323856469397,-335.9922886832512,0.04151332275054861,1191241.2420799914,2437497.452223304,0.0006419244015170285,0.04151332275054861,-28252.323856469397,,984
DE,Country,Germany,Europe,Consumption,2°C,50%,Capacity,-35,-38,1987,2022.0,84086227.0,832.7,53977.0009428,9.9029297628017,4270342483.5,0.010368317528424221,0.012928334504186782,0.010553724707636703,0.007287118141708,1137264.2411371914,-36214.66903833653,-430.68490917468,0.04151332275054861,1191241.2420799914,2437497.452223304,0.0006419244015170285,0.04151332275054861,-36214.66903833653,,985
DE,Country,Germany,Europe,Consumption,2°C,67%,Population,22,19,2044,2022.0,84086227.0,832.7,53977.0009428,9.9029297628017,4270342483.5,0.010368317528424221,0.012928334504186782,0.010553724707636703,0.007287118141708,880703.399207144,9131.412491342226,108.59581666498399,0.04151332275054861,934680.400149944,2180936.610293257,0.0006419244015170285,0.04151332275054861,,,986
DE,Country,Germany,Europe,Consumption,2°C,67%,Responsibility,-30,-33,1992,2022.0,84086227.0,832.7,53977.0009428,9.9029297628017,4270342483.5,0.010368317528424221,0.012928334504186782,0.010553724707636703,0.007287118141708,880703.399207144,-30959.99635295861,-368.19343021489846,0.04151332275054861,934680.400149944,2180936.610293257,0.0006419244015170285,0.04151332275054861,-30959.99635295861,,987
DE,Country,Germany,Europe,Consumption,2°C,67%,Capacity,-37,-40,1985,2022.0,84086227.0,832.7,53977.0009428,9.9029297628017,4270342483.5,0.010368317528424221,0.012928334504186782,0.010553724707636703,0.007287118141708,880703.399207144,-38084.258204016856,-452.9190993908771,0.04151332275054861,934680.400149944,2180936.610293257,0.0006419244015170285,0.04151332275054861,-38084.258204016856,,988
DJ,Country,Djibouti,Africa,Territory,1.5°C,50%,Population,130,75,2100,2023.0,1152943.5,0.492543,19.273077,0.4272048023168525,35593029.5,0.00015237571313788127,0.0001302200868409761,0.00014345668699173428,0.0,210596.667995,32.08981747019974,27.832948856730397,1.4258635301785684e-05,210615.941072,1562274.20179,1.671641064804997e-05,1.4258635301785684e-05,,,989
DJ,Country,Djibouti,Africa,Territory,1.5°C,50%,Responsibility,232,76,2100,2023.0,1152943.5,0.492543,19.273077,0.4272048023168525,35593029.5,0.00015237571313788127,0.0001302200868409761,0.00014345668699173428,0.0,210596.667995,57.22713544072299,177.67184962788684,1.4258635301785684e-05,210615.941072,1562274.20179,1.671641064804997e-05,1.4258635301785684e-05,204.84560416144956,0.00027173808581853576,990
DJ,Country,Djibouti,Africa,Territory,1.5°C,67%,Population,15,13,2038,2023.0,1152943.5,0.492543,19.273077,0.4272048023168525,35593029.5,0.00015237571313788127,0.0001302200868409761,0.00014345668699173428,0.0,23596.667995000003,3.5955591134159444,3.118590905292362,1.4258635301785684e-05,23615.941072000005,1375274.20179,1.671641064804997e-05,1.4258635301785684e-05,,,991
DJ,Country,Djibouti,Africa,Territory,1.5°C,67%,Responsibility,27,26,2050,2023.0,1152943.5,0.492543,19.273077,0.4272048023168525,35593029.5,0.00015237571313788127,0.0001302200868409761,0.00014345668699173428,0.0,23596.667995000003,6.719027273846695,154.40410019571232,1.4258635301785684e-05,23615.941072000005,1375274.20179,1.671641064804997e-05,1.4258635301785684e-05,178.01920369399525,0.00028474474765972967,992
DJ,Country,Djibouti,Africa,Territory,2°C,50%,Population,732,75,2100,2023.0,1152943.5,0.492543,19.273077,0.4272048023168525,35593029.5,0.00015237571313788127,0.0001302200868409761,0.00014345668699173428,0.0,1182596.667995,180.19901064022034,156.29474526741367,1.4258635301785684e-05,1182615.941072,2534274.2017900003,1.671641064804997e-05,1.4258635301785684e-05,,,993
DJ,Country,Djibouti,Africa,Territory,2°C,50%,Responsibility,1070,76,2100,2023.0,1152943.5,0.492543,19.273077,0.4272048023168525,35593029.5,0.00015237571313788127,0.0001302200868409761,0.00014345668699173428,0.0,1182596.667995,263.43854933753784,298.61437608817374,1.4258635301785684e-05,1182615.941072,2534274.2017900003,1.671641064804997e-05,1.4258635301785684e-05,344.2855039174153,0.0002227628036397035,994
DJ,Country,Djibouti,Africa,Territory,2°C,67%,Population,562,75,2100,2023.0,1152943.5,0.492543,19.273077,0.4272048023168525,35593029.5,0.00015237571313788127,0.0001302200868409761,0.00014345668699173428,0.0,907596.667995,138.29568952730298,119.95010122118124,1.4258635301785684e-05,907615.9410720001,2259274.2017900003,1.671641064804997e-05,1.4258635301785684e-05,,,995
DJ,Country,Djibouti,Africa,Territory,2°C,67%,Responsibility,852,76,2100,2023.0,1152943.5,0.492543,19.273077,0.4272048023168525,35593029.5,0.00015237571313788127,0.0001302200868409761,0.00014345668699173428,0.0,907596.667995,209.93766592596901,264.3970975114465,1.4258635301785684e-05,907615.9410720001,2259274.2017900003,1.671641064804997e-05,1.4258635301785684e-05,304.8349149946884,0.00023131163139872345,996
DM,Country,Dominica,Latin America and Caribbean,Territory,1.5°C,50%,Population,19,17,2042,2023.0,66510.5,0.16306,5.111877,2.451642973665812,3769542.0,7.364872791542203e-06,9.903069627548686e-06,8.2756665700997e-06,0.0,210596.667995,1.5510176701058223,23.319891898359238,3.7818761296178236e-06,210601.77987199998,1562274.20179,7.685819532254305e-05,3.7818761296178236e-06,,,997
DM,Country,Dominica,Latin America and Caribbean,Territory,1.5°C,50%,Responsibility,27,26,2050,2023.0,66510.5,0.16306,5.111877,2.451642973665812,3769542.0,7.364872791542203e-06,9.903069627548686e-06,8.2756665700997e-06,0.0,210596.667995,2.1838084773517226,117.5300649533938,3.7818761296178236e-06,210601.77987199998,1562274.20179,7.685819532254305e-05,3.7818761296178236e-06,7.816983385082699,1.0369625018965498e-05,998
DM,Country,Dominica,Latin America and Caribbean,Territory,1.5°C,67%,Population,2,0,2025,2023.0,66510.5,0.16306,5.111877,2.451642973665812,3769542.0,7.364872791542203e-06,9.903069627548686e-06,8.2756665700997e-06,0.0,23596.667995000003,0.17378645808743023,2.612917630861747,3.7818761296178236e-06,23601.779872000003,1375274.20179,7.685819532254305e-05,3.7818761296178236e-06,,,999
DM,Country,Dominica,Latin America and Caribbean,Territory,1.5°C,67%,Responsibility,3,2,2026,2023.0,66510.5,0.16306,5.111877,2.451642973665812,3769542.0,7.364872791542203e-06,9.903069627548686e-06,8.2756665700997e-06,0.0,23596.667995000003,0.23662894447811006,94.26231552121928,3.7818761296178236e-06,23601.779872000003,1375274.20179,7.685819532254305e-05,3.7818761296178236e-06,6.269433736474054,1.0028066018823097e-05,1000
