country,decile,year,EU_Priority,Secondary_indicator,primary_index,Score,Level
HR,2,2023,Health and Animal Welfare,Health condition and impact,All,0.401757642615501,3 (Secondary_indicator)
HR,2,2023,"Intergenerational Fairness, Youth, Culture and Sport",Education,All,0.8695988714041114,3 (Secondary_indicator)
HR,2,2023,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,All,0.8166401789765372,3 (Secondary_indicator)
HR,2,2023,"Social Rights and Skills, Quality Jobs and Preparedness",Unemployment,All,0.6932336667910678,3 (Secondary_indicator)
HR,2,2023,Agriculture and Food,All,All,0.8906975960087826,2 (EU_Priority)
HR,2,2023,Energy and Housing,All,All,0.8430258427597025,2 (EU_Priority)
HR,2,2023,Equality,All,All,0.6365041892363382,2 (EU_Priority)
HR,2,2023,Health and Animal Welfare,All,All,0.401757642615501,2 (EU_Priority)
HR,2,2023,"Intergenerational Fairness, Youth, Culture and Sport",All,All,0.8695988714041114,2 (EU_Priority)
HR,2,2023,"Social Rights and Skills, Quality Jobs and Preparedness",All,All,0.7549369228838025,2 (EU_Priority)
HR,2,2023,All,All,All,0.7327535108180397,1 (EWBI)
HR,3,2023,Agriculture and Food,Nutrition need,AN-EHIS-1,0.7457452496744452,4 (Primary_indicator)
HR,3,2023,Agriculture and Food,Nutrition expense,AE-EHIS-1,0.8636960543552594,4 (Primary_indicator)
HR,3,2023,Energy and Housing,Housing quality,HQ-SILC-1,0.8589959590351023,4 (Primary_indicator)
HR,3,2023,Energy and Housing,Energy,HE-SILC-1,0.8345255980268024,4 (Primary_indicator)
HR,3,2023,Energy and Housing,Energy,HE-SILC-2,0.7833084043625501,4 (Primary_indicator)
HR,3,2023,Energy and Housing,Energy,HE-HBS-1,1.0,4 (Primary_indicator)
HR,3,2023,Energy and Housing,Energy,HE-HBS-2,1.0,4 (Primary_indicator)
HR,3,2023,Equality,Life satisfaction,EL-SILC-1,0.7492077425723034,4 (Primary_indicator)
HR,3,2023,Equality,Life satisfaction,EL-EHIS-1,0.9116487151352312,4 (Primary_indicator)
HR,3,2023,Equality,Security,ES-SILC-1,0.3539076287822619,4 (Primary_indicator)
HR,3,2023,Equality,Security,ES-SILC-2,0.639213006040366,4 (Primary_indicator)
HR,3,2023,Equality,Community,EC-SILC-1,0.541232990735876,4 (Primary_indicator)
HR,3,2023,Equality,Community,EC-SILC-2,0.8402044276480104,4 (Primary_indicator)
HR,3,2023,Equality,Community,EC-EHIS-1,0.9615430256862226,4 (Primary_indicator)
HR,3,2023,Health and Animal Welfare,Health condition and impact,AH-SILC-1,0.5176548732012762,4 (Primary_indicator)
HR,3,2023,Health and Animal Welfare,Health condition and impact,AH-SILC-2,0.5756829894486849,4 (Primary_indicator)
HR,3,2023,Health and Animal Welfare,Health condition and impact,AH-SILC-3,0.4550813469675796,4 (Primary_indicator)
HR,3,2023,Health and Animal Welfare,Health condition and impact,AH-SILC-4,0.1880036164934682,4 (Primary_indicator)
HR,3,2023,Health and Animal Welfare,Health condition and impact,AH-EHIS-1,0.8915829307176285,4 (Primary_indicator)
HR,3,2023,Health and Animal Welfare,Health condition and impact,AH-EHIS-2,0.2940203093020129,4 (Primary_indicator)
HR,3,2023,"Intergenerational Fairness, Youth, Culture and Sport",Education,IS-SILC-3,0.9349213672685008,4 (Primary_indicator)
HR,3,2023,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,RT-SILC-1,0.6722538920211975,4 (Primary_indicator)
HR,3,2023,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,RT-SILC-2,0.9259181692909,4 (Primary_indicator)
HR,3,2023,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,RT-LFS-1,0.8940463813539745,4 (Primary_indicator)
HR,3,2023,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,RT-LFS-2,0.869417199974305,4 (Primary_indicator)
HR,3,2023,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,RT-LFS-3,0.9448963116320755,4 (Primary_indicator)
HR,3,2023,"Social Rights and Skills, Quality Jobs and Preparedness",Unemployment,RU-SILC-1,0.7343609686128859,4 (Primary_indicator)
HR,3,2023,Agriculture and Food,Nutrition need,All,0.7457452496744452,3 (Secondary_indicator)
HR,3,2023,Agriculture and Food,Nutrition expense,All,0.8636960543552594,3 (Secondary_indicator)
HR,3,2023,Energy and Housing,Housing quality,All,0.8589959590351023,3 (Secondary_indicator)
HR,3,2023,Energy and Housing,Energy,All,0.9044585005973381,3 (Secondary_indicator)
HR,3,2023,Equality,Life satisfaction,All,0.8304282288537672,3 (Secondary_indicator)
HR,3,2023,Equality,Security,All,0.49656031741131396,3 (Secondary_indicator)
HR,3,2023,Equality,Community,All,0.780993481356703,3 (Secondary_indicator)
HR,3,2023,Health and Animal Welfare,Health condition and impact,All,0.4870043443551084,3 (Secondary_indicator)
HR,3,2023,"Intergenerational Fairness, Youth, Culture and Sport",Education,All,0.9349213672685008,3 (Secondary_indicator)
HR,3,2023,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,All,0.8613063908544906,3 (Secondary_indicator)
HR,3,2023,"Social Rights and Skills, Quality Jobs and Preparedness",Unemployment,All,0.7343609686128859,3 (Secondary_indicator)
HR,3,2023,Agriculture and Food,All,All,0.8047206520148523,2 (EU_Priority)
HR,3,2023,Energy and Housing,All,All,0.8817272298162202,2 (EU_Priority)
HR,3,2023,Equality,All,All,0.7026606758739281,2 (EU_Priority)
HR,3,2023,Health and Animal Welfare,All,All,0.4870043443551084,2 (EU_Priority)
HR,3,2023,"Intergenerational Fairness, Youth, Culture and Sport",All,All,0.9349213672685008,2 (EU_Priority)
HR,3,2023,"Social Rights and Skills, Quality Jobs and Preparedness",All,All,0.7978336797336882,2 (EU_Priority)
HR,3,2023,All,All,All,0.7681446581770498,1 (EWBI)
HR,4,2023,Agriculture and Food,Nutrition need,AN-EHIS-1,0.7457452496744452,4 (Primary_indicator)
HR,4,2023,Agriculture and Food,Nutrition expense,AE-EHIS-1,0.8636960543552594,4 (Primary_indicator)
HR,4,2023,Energy and Housing,Housing quality,HQ-SILC-1,0.8081211175887743,4 (Primary_indicator)
HR,4,2023,Energy and Housing,Energy,HE-SILC-1,0.8989381703588416,4 (Primary_indicator)
HR,4,2023,Energy and Housing,Energy,HE-SILC-2,0.8109493063427121,4 (Primary_indicator)
HR,4,2023,Energy and Housing,Energy,HE-HBS-1,1.0,4 (Primary_indicator)
HR,4,2023,Energy and Housing,Energy,HE-HBS-2,1.0,4 (Primary_indicator)
HR,4,2023,Equality,Life satisfaction,EL-SILC-1,0.8534257485700297,4 (Primary_indicator)
HR,4,2023,Equality,Life satisfaction,EL-EHIS-1,0.9116487151352312,4 (Primary_indicator)
HR,4,2023,Equality,Security,ES-SILC-1,0.4394069857395571,4 (Primary_indicator)
HR,4,2023,Equality,Security,ES-SILC-2,0.6962401921384198,4 (Primary_indicator)
HR,4,2023,Equality,Community,EC-SILC-1,0.6287315508049048,4 (Primary_indicator)
HR,4,2023,Equality,Community,EC-SILC-2,0.8399258587686782,4 (Primary_indicator)
HR,4,2023,Equality,Community,EC-EHIS-1,0.9615430256862226,4 (Primary_indicator)
HR,4,2023,Health and Animal Welfare,Health condition and impact,AH-SILC-1,0.6752806553664248,4 (Primary_indicator)
HR,4,2023,Health and Animal Welfare,Health condition and impact,AH-SILC-2,0.6207152166846899,4 (Primary_indicator)
HR,4,2023,Health and Animal Welfare,Health condition and impact,AH-SILC-3,0.5387075308691669,4 (Primary_indicator)
HR,4,2023,Health and Animal Welfare,Health condition and impact,AH-SILC-4,0.1500472857902023,4 (Primary_indicator)
HR,4,2023,Health and Animal Welfare,Health condition and impact,AH-EHIS-1,0.8915829307176285,4 (Primary_indicator)
HR,4,2023,Health and Animal Welfare,Health condition and impact,AH-EHIS-2,0.2940203093020129,4 (Primary_indicator)
HR,4,2023,"Intergenerational Fairness, Youth, Culture and Sport",Education,IS-SILC-3,0.952839516665908,4 (Primary_indicator)
HR,4,2023,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,RT-SILC-1,0.623599193382844,4 (Primary_indicator)
HR,4,2023,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,RT-SILC-2,0.9473390348233232,4 (Primary_indicator)
HR,4,2023,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,RT-LFS-1,0.9171161198102142,4 (Primary_indicator)
HR,4,2023,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,RT-LFS-2,0.8728090164516856,4 (Primary_indicator)
HR,4,2023,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,RT-LFS-3,0.9364529755136656,4 (Primary_indicator)
HR,4,2023,"Social Rights and Skills, Quality Jobs and Preparedness",Unemployment,RU-SILC-1,0.7896334979460498,4 (Primary_indicator)
HR,4,2023,Agriculture and Food,Nutrition need,All,0.7457452496744452,3 (Secondary_indicator)
HR,4,2023,Agriculture and Food,Nutrition expense,All,0.8636960543552594,3 (Secondary_indicator)
HR,4,2023,Energy and Housing,Housing quality,All,0.8081211175887743,3 (Secondary_indicator)
HR,4,2023,Energy and Housing,Energy,All,0.9274718691753885,3 (Secondary_indicator)
HR,4,2023,Equality,Life satisfaction,All,0.8825372318526304,3 (Secondary_indicator)
HR,4,2023,Equality,Security,All,0.5678235889389884,3 (Secondary_indicator)
HR,4,2023,Equality,Community,All,0.8100668117532686,3 (Secondary_indicator)
HR,4,2023,Health and Animal Welfare,Health condition and impact,All,0.5283923214550209,3 (Secondary_indicator)
HR,4,2023,"Intergenerational Fairness, Youth, Culture and Sport",Education,All,0.952839516665908,3 (Secondary_indicator)
HR,4,2023,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,All,0.8594632679963465,3 (Secondary_indicator)
HR,4,2023,"Social Rights and Skills, Quality Jobs and Preparedness",Unemployment,All,0.7896334979460498,3 (Secondary_indicator)
HR,4,2023,Agriculture and Food,All,All,0.8047206520148523,2 (EU_Priority)
HR,4,2023,Energy and Housing,All,All,0.8677964933820814,2 (EU_Priority)
HR,4,2023,Equality,All,All,0.7534758775149625,2 (EU_Priority)
HR,4,2023,Health and Animal Welfare,All,All,0.5283923214550209,2 (EU_Priority)
HR,4,2023,"Intergenerational Fairness, Youth, Culture and Sport",All,All,0.952839516665908,2 (EU_Priority)
HR,4,2023,"Social Rights and Skills, Quality Jobs and Preparedness",All,All,0.8245483829711981,2 (EU_Priority)
HR,4,2023,All,All,All,0.7886288740006705,1 (EWBI)
HR,5,2023,Agriculture and Food,Nutrition need,AN-EHIS-1,0.9277775745733088,4 (Primary_indicator)
HR,5,2023,Agriculture and Food,Nutrition expense,AE-EHIS-1,0.9582061999213376,4 (Primary_indicator)
HR,5,2023,Energy and Housing,Housing quality,HQ-SILC-1,0.8150104781121895,4 (Primary_indicator)
HR,5,2023,Energy and Housing,Energy,HE-SILC-1,0.905700838274452,4 (Primary_indicator)
HR,5,2023,Energy and Housing,Energy,HE-SILC-2,0.8205833694779405,4 (Primary_indicator)
HR,5,2023,Energy and Housing,Energy,HE-HBS-1,1.0,4 (Primary_indicator)
HR,5,2023,Energy and Housing,Energy,HE-HBS-2,1.0,4 (Primary_indicator)
HR,5,2023,Equality,Life satisfaction,EL-SILC-1,0.854651178171294,4 (Primary_indicator)
HR,5,2023,Equality,Life satisfaction,EL-EHIS-1,0.9395867355382216,4 (Primary_indicator)
HR,5,2023,Equality,Security,ES-SILC-1,0.5282122046639939,4 (Primary_indicator)
HR,5,2023,Equality,Security,ES-SILC-2,0.7412086433634831,4 (Primary_indicator)
HR,5,2023,Equality,Community,EC-SILC-1,0.5947330713455831,4 (Primary_indicator)
HR,5,2023,Equality,Community,EC-SILC-2,0.8475122995812251,4 (Primary_indicator)
HR,5,2023,Equality,Community,EC-EHIS-1,0.9615430256862226,4 (Primary_indicator)
HR,5,2023,Health and Animal Welfare,Health condition and impact,AH-SILC-1,0.7096088729613914,4 (Primary_indicator)
HR,5,2023,Health and Animal Welfare,Health condition and impact,AH-SILC-2,0.646081400443723,4 (Primary_indicator)
HR,5,2023,Health and Animal Welfare,Health condition and impact,AH-SILC-3,0.5649580794907333,4 (Primary_indicator)
HR,5,2023,Health and Animal Welfare,Health condition and impact,AH-SILC-4,0.1388977309986452,4 (Primary_indicator)
HR,5,2023,Health and Animal Welfare,Health condition and impact,AH-EHIS-1,0.922936857529474,4 (Primary_indicator)
HR,5,2023,Health and Animal Welfare,Health condition and impact,AH-EHIS-2,0.3755858986834681,4 (Primary_indicator)
HR,5,2023,"Intergenerational Fairness, Youth, Culture and Sport",Education,IS-SILC-3,0.9871556985777488,4 (Primary_indicator)
HR,5,2023,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,RT-SILC-1,0.7238808120433766,4 (Primary_indicator)
HR,5,2023,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,RT-SILC-2,0.9563041806710812,4 (Primary_indicator)
HR,5,2023,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,RT-LFS-1,0.933215563927106,4 (Primary_indicator)
HR,5,2023,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,RT-LFS-2,0.8684902254098511,4 (Primary_indicator)
HR,5,2023,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,RT-LFS-3,0.9496428655665212,4 (Primary_indicator)
HR,5,2023,"Social Rights and Skills, Quality Jobs and Preparedness",Unemployment,RU-SILC-1,0.8107670886986164,4 (Primary_indicator)
HR,5,2023,Agriculture and Food,Nutrition need,All,0.9277775745733088,3 (Secondary_indicator)
HR,5,2023,Agriculture and Food,Nutrition expense,All,0.9582061999213376,3 (Secondary_indicator)
HR,5,2023,Energy and Housing,Housing quality,All,0.8150104781121895,3 (Secondary_indicator)
HR,5,2023,Energy and Housing,Energy,All,0.9315710519380982,3 (Secondary_indicator)
HR,5,2023,Equality,Life satisfaction,All,0.8971189568547577,3 (Secondary_indicator)
HR,5,2023,Equality,Security,All,0.6347104240137385,3 (Secondary_indicator)
HR,5,2023,Equality,Community,All,0.8012627988710103,3 (Secondary_indicator)
HR,5,2023,Health and Animal Welfare,Health condition and impact,All,0.5596781400179058,3 (Secondary_indicator)
HR,5,2023,"Intergenerational Fairness, Youth, Culture and Sport",Education,All,0.9871556985777488,3 (Secondary_indicator)
HR,5,2023,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,All,0.8863067295235872,3 (Secondary_indicator)
HR,5,2023,"Social Rights and Skills, Quality Jobs and Preparedness",Unemployment,All,0.8107670886986164,3 (Secondary_indicator)
HR,5,2023,Agriculture and Food,All,All,0.9429918872473232,2 (EU_Priority)
HR,5,2023,Energy and Housing,All,All,0.8732907650251438,2 (EU_Priority)
HR,5,2023,Equality,All,All,0.7776973932465022,2 (EU_Priority)
HR,5,2023,Health and Animal Welfare,All,All,0.5596781400179058,2 (EU_Priority)
HR,5,2023,"Intergenerational Fairness, Youth, Culture and Sport",All,All,0.9871556985777488,2 (EU_Priority)
HR,5,2023,"Social Rights and Skills, Quality Jobs and Preparedness",All,All,0.8485369091111018,2 (EU_Priority)
HR,5,2023,All,All,All,0.831558465537621,1 (EWBI)
HR,6,2023,Agriculture and Food,Nutrition need,AN-EHIS-1,0.9277775745733088,4 (Primary_indicator)
HR,6,2023,Agriculture and Food,Nutrition expense,AE-EHIS-1,0.9582061999213376,4 (Primary_indicator)
HR,6,2023,Energy and Housing,Housing quality,HQ-SILC-1,0.8112463875264792,4 (Primary_indicator)
HR,6,2023,Energy and Housing,Energy,HE-SILC-1,0.9399970759305476,4 (Primary_indicator)
HR,6,2023,Energy and Housing,Energy,HE-SILC-2,0.8353837806740779,4 (Primary_indicator)
HR,6,2023,Energy and Housing,Energy,HE-HBS-1,1.0,4 (Primary_indicator)
HR,6,2023,Energy and Housing,Energy,HE-HBS-2,1.0,4 (Primary_indicator)
HR,6,2023,Equality,Life satisfaction,EL-SILC-1,0.864132347504634,4 (Primary_indicator)
HR,6,2023,Equality,Life satisfaction,EL-EHIS-1,0.9395867355382216,4 (Primary_indicator)
HR,6,2023,Equality,Security,ES-SILC-1,0.6171288664258516,4 (Primary_indicator)
HR,6,2023,Equality,Security,ES-SILC-2,0.7972022742140079,4 (Primary_indicator)
HR,6,2023,Equality,Community,EC-SILC-1,0.6722958992212995,4 (Primary_indicator)
HR,6,2023,Equality,Community,EC-SILC-2,0.8324143678419738,4 (Primary_indicator)
HR,6,2023,Equality,Community,EC-EHIS-1,0.9615430256862226,4 (Primary_indicator)
HR,6,2023,Health and Animal Welfare,Health condition and impact,AH-SILC-1,0.7650563935289614,4 (Primary_indicator)
HR,6,2023,Health and Animal Welfare,Health condition and impact,AH-SILC-2,0.7182206970929552,4 (Primary_indicator)
HR,6,2023,Health and Animal Welfare,Health condition and impact,AH-SILC-3,0.6733342403932937,4 (Primary_indicator)
HR,6,2023,Health and Animal Welfare,Health condition and impact,AH-SILC-4,0.1477376026253887,4 (Primary_indicator)
HR,6,2023,Health and Animal Welfare,Health condition and impact,AH-EHIS-1,0.922936857529474,4 (Primary_indicator)
HR,6,2023,Health and Animal Welfare,Health condition and impact,AH-EHIS-2,0.3755858986834681,4 (Primary_indicator)
HR,6,2023,"Intergenerational Fairness, Youth, Culture and Sport",Education,IS-SILC-3,0.9819271411427616,4 (Primary_indicator)
HR,6,2023,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,RT-SILC-1,0.7117937643181096,4 (Primary_indicator)
HR,6,2023,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,RT-SILC-2,0.9792953031133216,4 (Primary_indicator)
HR,6,2023,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,RT-LFS-1,0.9090303133679256,4 (Primary_indicator)
HR,6,2023,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,RT-LFS-2,0.8477122889753717,4 (Primary_indicator)
HR,6,2023,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,RT-LFS-3,0.939851918730137,4 (Primary_indicator)
HR,6,2023,"Social Rights and Skills, Quality Jobs and Preparedness",Unemployment,RU-SILC-1,0.8451491948053318,4 (Primary_indicator)
HR,6,2023,Agriculture and Food,Nutrition need,All,0.9277775745733088,3 (Secondary_indicator)
HR,6,2023,Agriculture and Food,Nutrition expense,All,0.9582061999213376,3 (Secondary_indicator)
HR,6,2023,Energy and Housing,Housing quality,All,0.8112463875264792,3 (Secondary_indicator)
HR,6,2023,Energy and Housing,Energy,All,0.9438452141511564,3 (Secondary_indicator)
HR,6,2023,Equality,Life satisfaction,All,0.9018595415214278,3 (Secondary_indicator)
HR,6,2023,Equality,Security,All,0.7071655703199298,3 (Secondary_indicator)
HR,6,2023,Equality,Community,All,0.8220844309164986,3 (Secondary_indicator)
HR,6,2023,Health and Animal Welfare,Health condition and impact,All,0.6004786149755902,3 (Secondary_indicator)
HR,6,2023,"Intergenerational Fairness, Youth, Culture and Sport",Education,All,0.9819271411427616,3 (Secondary_indicator)
HR,6,2023,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,All,0.8775367177009731,3 (Secondary_indicator)
HR,6,2023,"Social Rights and Skills, Quality Jobs and Preparedness",Unemployment,All,0.8451491948053318,3 (Secondary_indicator)
HR,6,2023,Agriculture and Food,All,All,0.9429918872473232,2 (EU_Priority)
HR,6,2023,Energy and Housing,All,All,0.8775458008388177,2 (EU_Priority)
HR,6,2023,Equality,All,All,0.8103698475859521,2 (EU_Priority)
HR,6,2023,Health and Animal Welfare,All,All,0.6004786149755902,2 (EU_Priority)
HR,6,2023,"Intergenerational Fairness, Youth, Culture and Sport",All,All,0.9819271411427616,2 (EU_Priority)
HR,6,2023,"Social Rights and Skills, Quality Jobs and Preparedness",All,All,0.8613429562531525,2 (EU_Priority)
HR,6,2023,All,All,All,0.8457760413405996,1 (EWBI)
HR,7,2023,Agriculture and Food,Nutrition need,AN-EHIS-1,0.9277775745733088,4 (Primary_indicator)
HR,7,2023,Agriculture and Food,Nutrition expense,AE-EHIS-1,0.9582061999213376,4 (Primary_indicator)
HR,7,2023,Energy and Housing,Housing quality,HQ-SILC-1,0.801647628684711,4 (Primary_indicator)
HR,7,2023,Energy and Housing,Energy,HE-SILC-1,0.9596246115652948,4 (Primary_indicator)
HR,7,2023,Energy and Housing,Energy,HE-SILC-2,0.8583561416000556,4 (Primary_indicator)
HR,7,2023,Energy and Housing,Energy,HE-HBS-1,1.0,4 (Primary_indicator)
HR,7,2023,Energy and Housing,Energy,HE-HBS-2,1.0,4 (Primary_indicator)
HR,7,2023,Equality,Life satisfaction,EL-SILC-1,0.8850481343047538,4 (Primary_indicator)
HR,7,2023,Equality,Life satisfaction,EL-EHIS-1,0.9334341233788402,4 (Primary_indicator)
HR,7,2023,Equality,Security,ES-SILC-1,0.638016199811836,4 (Primary_indicator)
HR,7,2023,Equality,Security,ES-SILC-2,0.8289232965935244,4 (Primary_indicator)
HR,7,2023,Equality,Community,EC-SILC-1,0.6958161955281836,4 (Primary_indicator)
HR,7,2023,Equality,Community,EC-SILC-2,0.9005736152094316,4 (Primary_indicator)
HR,7,2023,Equality,Community,EC-EHIS-1,0.9615430256862226,4 (Primary_indicator)
HR,7,2023,Health and Animal Welfare,Health condition and impact,AH-SILC-1,0.775779942491116,4 (Primary_indicator)
HR,7,2023,Health and Animal Welfare,Health condition and impact,AH-SILC-2,0.7492270848214071,4 (Primary_indicator)
HR,7,2023,Health and Animal Welfare,Health condition and impact,AH-SILC-3,0.6729493843202812,4 (Primary_indicator)
HR,7,2023,Health and Animal Welfare,Health condition and impact,AH-SILC-4,0.1351214130916945,4 (Primary_indicator)
HR,7,2023,Health and Animal Welfare,Health condition and impact,AH-EHIS-1,0.9307213806841944,4 (Primary_indicator)
HR,7,2023,Health and Animal Welfare,Health condition and impact,AH-EHIS-2,0.2588423781668915,4 (Primary_indicator)
HR,7,2023,"Intergenerational Fairness, Youth, Culture and Sport",Education,IS-SILC-3,0.9658284292750128,4 (Primary_indicator)
HR,7,2023,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,RT-SILC-1,0.7679565931011788,4 (Primary_indicator)
HR,7,2023,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,RT-SILC-2,0.9695179665742248,4 (Primary_indicator)
HR,7,2023,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,RT-LFS-1,0.9104309200466828,4 (Primary_indicator)
HR,7,2023,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,RT-LFS-2,0.8745157043165539,4 (Primary_indicator)
HR,7,2023,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,RT-LFS-3,0.9094320783371362,4 (Primary_indicator)
HR,7,2023,"Social Rights and Skills, Quality Jobs and Preparedness",Unemployment,RU-SILC-1,0.865175094010144,4 (Primary_indicator)
HR,7,2023,Agriculture and Food,Nutrition need,All,0.9277775745733088,3 (Secondary_indicator)
HR,7,2023,Agriculture and Food,Nutrition expense,All,0.9582061999213376,3 (Secondary_indicator)
HR,7,2023,Energy and Housing,Housing quality,All,0.801647628684711,3 (Secondary_indicator)
HR,7,2023,Energy and Housing,Energy,All,0.9544951882913376,3 (Secondary_indicator)
HR,7,2023,Equality,Life satisfaction,All,0.909241128841797,3 (Secondary_indicator)
HR,7,2023,Equality,Security,All,0.7334697482026802,3 (Secondary_indicator)
HR,7,2023,Equality,Community,All,0.8526442788079459,3 (Secondary_indicator)
HR,7,2023,Health and Animal Welfare,Health condition and impact,All,0.5871069305959308,3 (Secondary_indicator)
HR,7,2023,"Intergenerational Fairness, Youth, Culture and Sport",Education,All,0.9658284292750128,3 (Secondary_indicator)
HR,7,2023,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,All,0.8863706524751553,3 (Secondary_indicator)
HR,7,2023,"Social Rights and Skills, Quality Jobs and Preparedness",Unemployment,All,0.865175094010144,3 (Secondary_indicator)
HR,7,2023,Agriculture and Food,All,All,0.9429918872473232,2 (EU_Priority)
HR,7,2023,Energy and Housing,All,All,0.8780714084880243,2 (EU_Priority)
HR,7,2023,Equality,All,All,0.8317850519508077,2 (EU_Priority)
HR,7,2023,Health and Animal Welfare,All,All,0.5871069305959308,2 (EU_Priority)
HR,7,2023,"Intergenerational Fairness, Youth, Culture and Sport",All,All,0.9658284292750128,2 (EU_Priority)
HR,7,2023,"Social Rights and Skills, Quality Jobs and Preparedness",All,All,0.8757728732426497,2 (EU_Priority)
HR,7,2023,All,All,All,0.8469260967999581,1 (EWBI)
HR,8,2023,Agriculture and Food,Nutrition need,AN-EHIS-1,0.9277775745733088,4 (Primary_indicator)
HR,8,2023,Agriculture and Food,Nutrition expense,AE-EHIS-1,0.9582061999213376,4 (Primary_indicator)
HR,8,2023,Energy and Housing,Housing quality,HQ-SILC-1,0.8350421755189553,4 (Primary_indicator)
HR,8,2023,Energy and Housing,Energy,HE-SILC-1,0.9517885435121304,4 (Primary_indicator)
HR,8,2023,Energy and Housing,Energy,HE-SILC-2,0.8692898091301553,4 (Primary_indicator)
HR,8,2023,Energy and Housing,Energy,HE-HBS-1,1.0,4 (Primary_indicator)
HR,8,2023,Energy and Housing,Energy,HE-HBS-2,1.0,4 (Primary_indicator)
HR,8,2023,Equality,Life satisfaction,EL-SILC-1,0.9397454024814264,4 (Primary_indicator)
HR,8,2023,Equality,Life satisfaction,EL-EHIS-1,0.9334341233788402,4 (Primary_indicator)
HR,8,2023,Equality,Security,ES-SILC-1,0.7095064661511233,4 (Primary_indicator)
HR,8,2023,Equality,Security,ES-SILC-2,0.8704339001707436,4 (Primary_indicator)
HR,8,2023,Equality,Community,EC-SILC-1,0.7453390232919798,4 (Primary_indicator)
HR,8,2023,Equality,Community,EC-SILC-2,0.8865635708208175,4 (Primary_indicator)
HR,8,2023,Equality,Community,EC-EHIS-1,0.9615430256862226,4 (Primary_indicator)
HR,8,2023,Health and Animal Welfare,Health condition and impact,AH-SILC-1,0.8616304315024852,4 (Primary_indicator)
HR,8,2023,Health and Animal Welfare,Health condition and impact,AH-SILC-2,0.7831376005515732,4 (Primary_indicator)
HR,8,2023,Health and Animal Welfare,Health condition and impact,AH-SILC-3,0.7312769088060059,4 (Primary_indicator)
HR,8,2023,Health and Animal Welfare,Health condition and impact,AH-SILC-4,0.1385099820153842,4 (Primary_indicator)
HR,8,2023,Health and Animal Welfare,Health condition and impact,AH-EHIS-1,0.9307213806841944,4 (Primary_indicator)
HR,8,2023,Health and Animal Welfare,Health condition and impact,AH-EHIS-2,0.2588423781668915,4 (Primary_indicator)
HR,8,2023,"Intergenerational Fairness, Youth, Culture and Sport",Education,IS-SILC-3,0.9848980015518805,4 (Primary_indicator)
HR,8,2023,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,RT-SILC-1,0.7624955559851662,4 (Primary_indicator)
HR,8,2023,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,RT-SILC-2,0.9729167571860098,4 (Primary_indicator)
HR,8,2023,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,RT-LFS-1,0.9100721261480552,4 (Primary_indicator)
HR,8,2023,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,RT-LFS-2,0.8624122734864299,4 (Primary_indicator)
HR,8,2023,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,RT-LFS-3,0.9101488172281992,4 (Primary_indicator)
HR,8,2023,"Social Rights and Skills, Quality Jobs and Preparedness",Unemployment,RU-SILC-1,0.8994078765572928,4 (Primary_indicator)
HR,8,2023,Agriculture and Food,Nutrition need,All,0.9277775745733088,3 (Secondary_indicator)
