country,decile,year,EU_Priority,Secondary_indicator,primary_index,Score,Level
DK,All,2012,Energy and Housing,Energy,HE-SILC-1,0.9158182342194494,4 (Primary_indicator)
DK,All,2012,Energy and Housing,Energy,HE-SILC-2,0.9381442268193045,4 (Primary_indicator)
DK,All,2012,Energy and Housing,Energy,HE-HBS-1,0.10031069956452565,4 (Primary_indicator)
DK,All,2012,Energy and Housing,Energy,HE-HBS-2,0.09999999999999998,4 (Primary_indicator)
DK,All,2012,Equality,Security,ES-SILC-1,0.7673579914757033,4 (Primary_indicator)
DK,All,2012,Equality,Security,ES-SILC-2,0.9424674301281402,4 (Primary_indicator)
DK,All,2012,Equality,Community,EC-SILC-1,0.8292054715651506,4 (Primary_indicator)
DK,All,2012,Health and Animal Welfare,Health condition and impact,AH-SILC-1,0.7328662645704924,4 (Primary_indicator)
DK,All,2012,Health and Animal Welfare,Health condition and impact,AH-SILC-2,0.6104973428011156,4 (Primary_indicator)
DK,All,2012,Health and Animal Welfare,Health condition and impact,AH-SILC-3,0.4546242173933736,4 (Primary_indicator)
DK,All,2012,Health and Animal Welfare,Health condition and impact,AH-SILC-4,0.5744022233141483,4 (Primary_indicator)
DK,All,2012,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,RT-LFS-1,0.330163149080364,4 (Primary_indicator)
DK,All,2012,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,RT-LFS-2,0.866232000324737,4 (Primary_indicator)
DK,All,2012,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,RT-LFS-3,0.8320479549238252,4 (Primary_indicator)
DK,All,2012,"Social Rights and Skills, Quality Jobs and Preparedness",Unemployment,RU-SILC-1,0.8328517693523427,4 (Primary_indicator)
DK,All,2012,Energy and Housing,Housing quality,All,0.8832119565968609,3 (Secondary_indicator)
DK,All,2012,Energy and Housing,Energy,All,0.5136221486151232,3 (Secondary_indicator)
DK,All,2012,Equality,Security,All,0.8553181665076164,3 (Secondary_indicator)
DK,All,2012,Equality,Community,All,0.8292054715651506,3 (Secondary_indicator)
DK,All,2012,Health and Animal Welfare,Health condition and impact,All,0.606387948901632,3 (Secondary_indicator)
DK,All,2012,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,All,0.6794932205072507,3 (Secondary_indicator)
DK,All,2012,"Social Rights and Skills, Quality Jobs and Preparedness",Unemployment,All,0.8328517693523427,3 (Secondary_indicator)
DK,All,2012,Energy and Housing,All,All,0.6984170526059921,2 (EU_Priority)
DK,All,2012,Equality,All,All,0.8422618190363835,2 (EU_Priority)
DK,All,2012,Health and Animal Welfare,All,All,0.606387948901632,2 (EU_Priority)
DK,All,2012,"Social Rights and Skills, Quality Jobs and Preparedness",All,All,0.7561724949297968,2 (EU_Priority)
DK,All,2012,All,All,All,0.7258098288684511,1 (EWBI)
EE,All,2012,Energy and Housing,Housing quality,HQ-SILC-1,0.8652570791652109,4 (Primary_indicator)
EE,All,2012,Energy and Housing,Energy,HE-SILC-1,0.8885768838322395,4 (Primary_indicator)
EE,All,2012,Energy and Housing,Energy,HE-SILC-2,0.8128183128739387,4 (Primary_indicator)
EE,All,2012,Energy and Housing,Energy,HE-HBS-1,0.09999999999999998,4 (Primary_indicator)
EE,All,2012,Energy and Housing,Energy,HE-HBS-2,0.13105885290145616,4 (Primary_indicator)
EE,All,2012,Equality,Security,ES-SILC-1,0.5902301367782075,4 (Primary_indicator)
EE,All,2012,Equality,Security,ES-SILC-2,0.8143006896729792,4 (Primary_indicator)
EE,All,2012,Equality,Community,EC-SILC-1,0.7282870605225306,4 (Primary_indicator)
EE,All,2012,Health and Animal Welfare,Health condition and impact,AH-SILC-1,0.4704744210480458,4 (Primary_indicator)
EE,All,2012,Health and Animal Welfare,Health condition and impact,AH-SILC-2,0.2479219225218394,4 (Primary_indicator)
EE,All,2012,Health and Animal Welfare,Health condition and impact,AH-SILC-3,0.3160953419712185,4 (Primary_indicator)
EE,All,2012,Health and Animal Welfare,Health condition and impact,AH-SILC-4,0.48273867741018506,4 (Primary_indicator)
EE,All,2012,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,RT-LFS-1,0.5522748026194537,4 (Primary_indicator)
EE,All,2012,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,RT-LFS-2,0.9157478283098924,4 (Primary_indicator)
EE,All,2012,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,RT-LFS-3,0.9173548222347186,4 (Primary_indicator)
EE,All,2012,"Social Rights and Skills, Quality Jobs and Preparedness",Unemployment,RU-SILC-1,0.7473633999470428,4 (Primary_indicator)
EE,All,2012,Energy and Housing,Housing quality,All,0.8652570791652109,3 (Secondary_indicator)
EE,All,2012,Energy and Housing,Energy,All,0.4852842886828546,3 (Secondary_indicator)
EE,All,2012,Equality,Security,All,0.7027403234773748,3 (Secondary_indicator)
EE,All,2012,Equality,Community,All,0.7282870605225306,3 (Secondary_indicator)
EE,All,2012,Health and Animal Welfare,Health condition and impact,All,0.3943091381748224,3 (Secondary_indicator)
EE,All,2012,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,All,0.7974063012987262,3 (Secondary_indicator)
EE,All,2012,"Social Rights and Skills, Quality Jobs and Preparedness",Unemployment,All,0.7473633999470428,3 (Secondary_indicator)
EE,All,2012,Energy and Housing,All,All,0.6752706839240328,2 (EU_Priority)
EE,All,2012,Equality,All,All,0.7155136919999527,2 (EU_Priority)
EE,All,2012,Health and Animal Welfare,All,All,0.3943091381748224,2 (EU_Priority)
EE,All,2012,"Social Rights and Skills, Quality Jobs and Preparedness",All,All,0.7723848506228845,2 (EU_Priority)
EE,All,2012,All,All,All,0.6393695911804231,1 (EWBI)
EL,All,2012,Energy and Housing,Housing quality,HQ-SILC-1,0.6371168452541066,4 (Primary_indicator)
EL,All,2012,Energy and Housing,Energy,HE-SILC-1,0.6079881019606955,4 (Primary_indicator)
EL,All,2012,Energy and Housing,Energy,HE-SILC-2,0.41858246249472936,4 (Primary_indicator)
EL,All,2012,Energy and Housing,Energy,HE-HBS-1,0.09999999999999998,4 (Primary_indicator)
EL,All,2012,Energy and Housing,Energy,HE-HBS-2,0.17048225159544236,4 (Primary_indicator)
EL,All,2012,Equality,Security,ES-SILC-1,0.6354389843424726,4 (Primary_indicator)
EL,All,2012,Equality,Security,ES-SILC-2,0.39130738191359027,4 (Primary_indicator)
EL,All,2012,Equality,Community,EC-SILC-1,0.7786100885475653,4 (Primary_indicator)
EL,All,2012,Health and Animal Welfare,Health condition and impact,AH-SILC-1,0.6800457317175178,4 (Primary_indicator)
EL,All,2012,Health and Animal Welfare,Health condition and impact,AH-SILC-2,0.7609505870159107,4 (Primary_indicator)
EL,All,2012,Health and Animal Welfare,Health condition and impact,AH-SILC-3,0.6087274215663753,4 (Primary_indicator)
EL,All,2012,Health and Animal Welfare,Health condition and impact,AH-SILC-4,0.23214461032111325,4 (Primary_indicator)
EL,All,2012,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,RT-LFS-1,0.876449010347473,4 (Primary_indicator)
EL,All,2012,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,RT-LFS-2,0.6380445686991211,4 (Primary_indicator)
EL,All,2012,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,RT-LFS-3,0.8978801494035191,4 (Primary_indicator)
EL,All,2012,"Social Rights and Skills, Quality Jobs and Preparedness",Unemployment,RU-SILC-1,0.4916425623698858,4 (Primary_indicator)
EL,All,2012,Energy and Housing,Housing quality,All,0.6371168452541066,3 (Secondary_indicator)
EL,All,2012,Energy and Housing,Energy,All,0.3369111133479996,3 (Secondary_indicator)
EL,All,2012,Equality,Security,All,0.519819837091313,3 (Secondary_indicator)
EL,All,2012,Equality,Community,All,0.7786100885475653,3 (Secondary_indicator)
EL,All,2012,Health and Animal Welfare,Health condition and impact,All,0.5727106228094859,3 (Secondary_indicator)
EL,All,2012,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,All,0.8206456894023764,3 (Secondary_indicator)
EL,All,2012,"Social Rights and Skills, Quality Jobs and Preparedness",Unemployment,All,0.4916425623698858,3 (Secondary_indicator)
EL,All,2012,Energy and Housing,All,All,0.4870139793010531,2 (EU_Priority)
EL,All,2012,Equality,All,All,0.6492149628194391,2 (EU_Priority)
EL,All,2012,Health and Animal Welfare,All,All,0.5727106228094859,2 (EU_Priority)
EL,All,2012,"Social Rights and Skills, Quality Jobs and Preparedness",All,All,0.6561441258861311,2 (EU_Priority)
EL,All,2012,All,All,All,0.5912709227040274,1 (EWBI)
FI,All,2012,Energy and Housing,Housing quality,HQ-SILC-1,0.8456237804004437,4 (Primary_indicator)
FI,All,2012,Energy and Housing,Energy,HE-SILC-1,0.9256299476414307,4 (Primary_indicator)
FI,All,2012,Energy and Housing,Energy,HE-SILC-2,0.8709816252150939,4 (Primary_indicator)
FI,All,2012,Energy and Housing,Energy,HE-HBS-1,0.9109251298448316,4 (Primary_indicator)
FI,All,2012,Energy and Housing,Energy,HE-HBS-2,0.9165472490888935,4 (Primary_indicator)
FI,All,2012,Equality,Security,ES-SILC-1,0.763385927611384,4 (Primary_indicator)
FI,All,2012,Equality,Security,ES-SILC-2,0.968397085094124,4 (Primary_indicator)
FI,All,2012,Equality,Community,EC-SILC-1,0.6448100190614334,4 (Primary_indicator)
FI,All,2012,Health and Animal Welfare,Health condition and impact,AH-SILC-1,0.7840382416862112,4 (Primary_indicator)
FI,All,2012,Health and Animal Welfare,Health condition and impact,AH-SILC-2,0.1835018914013641,4 (Primary_indicator)
FI,All,2012,Health and Animal Welfare,Health condition and impact,AH-SILC-3,0.292250797360433,4 (Primary_indicator)
FI,All,2012,Health and Animal Welfare,Health condition and impact,AH-SILC-4,0.5632382742814038,4 (Primary_indicator)
FI,All,2012,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,RT-LFS-1,0.6275885071522326,4 (Primary_indicator)
FI,All,2012,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,RT-LFS-2,0.8104600709225387,4 (Primary_indicator)
FI,All,2012,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,RT-LFS-3,0.793875423185549,4 (Primary_indicator)
FI,All,2012,"Social Rights and Skills, Quality Jobs and Preparedness",Unemployment,RU-SILC-1,0.7491275926681983,4 (Primary_indicator)
FI,All,2012,Energy and Housing,Housing quality,All,0.8456237804004437,3 (Secondary_indicator)
FI,All,2012,Energy and Housing,Energy,All,0.906079823148789,3 (Secondary_indicator)
FI,All,2012,Equality,Security,All,0.8666731234054302,3 (Secondary_indicator)
FI,All,2012,Equality,Community,All,0.6448100190614334,3 (Secondary_indicator)
FI,All,2012,Health and Animal Welfare,Health condition and impact,All,0.4598448818350015,3 (Secondary_indicator)
FI,All,2012,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,All,0.7459018861398192,3 (Secondary_indicator)
FI,All,2012,"Social Rights and Skills, Quality Jobs and Preparedness",Unemployment,All,0.7491275926681983,3 (Secondary_indicator)
FI,All,2012,Energy and Housing,All,All,0.8758518017746164,2 (EU_Priority)
FI,All,2012,Equality,All,All,0.7557415712334319,2 (EU_Priority)
FI,All,2012,Health and Animal Welfare,All,All,0.4598448818350015,2 (EU_Priority)
FI,All,2012,"Social Rights and Skills, Quality Jobs and Preparedness",All,All,0.7475147394040087,2 (EU_Priority)
FI,All,2012,All,All,All,0.7097382485617647,1 (EWBI)
FR,All,2012,Energy and Housing,Housing quality,HQ-SILC-1,0.8746551921719982,4 (Primary_indicator)
FR,All,2012,Energy and Housing,Energy,HE-SILC-1,0.8674208078996146,4 (Primary_indicator)
FR,All,2012,Energy and Housing,Energy,HE-SILC-2,0.9030690041125881,4 (Primary_indicator)
FR,All,2012,Energy and Housing,Energy,HE-HBS-1,0.9109251298448316,4 (Primary_indicator)
FR,All,2012,Energy and Housing,Energy,HE-HBS-2,0.9165472490888935,4 (Primary_indicator)
FR,All,2012,Equality,Security,ES-SILC-1,0.7362210782996397,4 (Primary_indicator)
FR,All,2012,Equality,Security,ES-SILC-2,0.87638655131445,4 (Primary_indicator)
FR,All,2012,Equality,Community,EC-SILC-1,0.7946204901561953,4 (Primary_indicator)
FR,All,2012,Health and Animal Welfare,Health condition and impact,AH-SILC-1,0.7074310586162849,4 (Primary_indicator)
FR,All,2012,Health and Animal Welfare,Health condition and impact,AH-SILC-2,0.4343038184815549,4 (Primary_indicator)
FR,All,2012,Health and Animal Welfare,Health condition and impact,AH-SILC-3,0.5361226402741941,4 (Primary_indicator)
FR,All,2012,Health and Animal Welfare,Health condition and impact,AH-SILC-4,0.34597350267948124,4 (Primary_indicator)
FR,All,2012,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,RT-LFS-1,0.6981427522461833,4 (Primary_indicator)
FR,All,2012,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,RT-LFS-2,0.5509920271226991,4 (Primary_indicator)
FR,All,2012,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,RT-LFS-3,0.7663171586188405,4 (Primary_indicator)
FR,All,2012,"Social Rights and Skills, Quality Jobs and Preparedness",Unemployment,RU-SILC-1,0.7649621101516842,4 (Primary_indicator)
FR,All,2012,Energy and Housing,Housing quality,All,0.8746551921719982,3 (Secondary_indicator)
FR,All,2012,Energy and Housing,Energy,All,0.8997049930372313,3 (Secondary_indicator)
FR,All,2012,Equality,Security,All,0.806949484116786,3 (Secondary_indicator)
FR,All,2012,Equality,Community,All,0.7946204901561953,3 (Secondary_indicator)
FR,All,2012,Health and Animal Welfare,Health condition and impact,All,0.5098912810360378,3 (Secondary_indicator)
FR,All,2012,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,All,0.6810448481984891,3 (Secondary_indicator)
FR,All,2012,"Social Rights and Skills, Quality Jobs and Preparedness",Unemployment,All,0.7649621101516842,3 (Secondary_indicator)
FR,All,2012,Energy and Housing,All,All,0.8871800926046147,2 (EU_Priority)
FR,All,2012,Equality,All,All,0.8007849871364907,2 (EU_Priority)
FR,All,2012,Health and Animal Welfare,All,All,0.5098912810360378,2 (EU_Priority)
FR,All,2012,"Social Rights and Skills, Quality Jobs and Preparedness",All,All,0.7230034791750867,2 (EU_Priority)
FR,All,2012,All,All,All,0.7302149599880574,1 (EWBI)
HR,All,2012,Energy and Housing,Housing quality,HQ-SILC-1,0.5455397331439001,4 (Primary_indicator)
HR,All,2012,Energy and Housing,Energy,HE-SILC-1,0.8084926571712046,4 (Primary_indicator)
HR,All,2012,Energy and Housing,Energy,HE-SILC-2,0.4827952426951952,4 (Primary_indicator)
HR,All,2012,Energy and Housing,Energy,HE-HBS-1,0.10042049779759764,4 (Primary_indicator)
HR,All,2012,Energy and Housing,Energy,HE-HBS-2,0.1050943092028928,4 (Primary_indicator)
HR,All,2012,Equality,Security,ES-SILC-1,0.3347958047906357,4 (Primary_indicator)
HR,All,2012,Equality,Security,ES-SILC-2,0.5321289771972569,4 (Primary_indicator)
HR,All,2012,Health and Animal Welfare,Health condition and impact,AH-SILC-1,0.16602571236499125,4 (Primary_indicator)
HR,All,2012,Health and Animal Welfare,Health condition and impact,AH-SILC-2,0.598331875717384,4 (Primary_indicator)
HR,All,2012,Health and Animal Welfare,Health condition and impact,AH-SILC-3,0.5707695134650731,4 (Primary_indicator)
HR,All,2012,Health and Animal Welfare,Health condition and impact,AH-SILC-4,0.20037410144287912,4 (Primary_indicator)
HR,All,2012,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,RT-LFS-1,0.8046613330593283,4 (Primary_indicator)
HR,All,2012,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,RT-LFS-2,0.8232410956215502,4 (Primary_indicator)
HR,All,2012,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,RT-LFS-3,0.9174362215730442,4 (Primary_indicator)
HR,All,2012,"Social Rights and Skills, Quality Jobs and Preparedness",Unemployment,RU-SILC-1,0.3586998474807885,4 (Primary_indicator)
HR,All,2012,Energy and Housing,Housing quality,All,0.5455397331439001,3 (Secondary_indicator)
HR,All,2012,Energy and Housing,Energy,All,0.3771655263535296,3 (Secondary_indicator)
HR,All,2012,Equality,Security,All,0.43394916763791663,3 (Secondary_indicator)
HR,All,2012,Health and Animal Welfare,Health condition and impact,All,0.38810121855338825,3 (Secondary_indicator)
HR,All,2012,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,All,0.8501084548807993,3 (Secondary_indicator)
HR,All,2012,"Social Rights and Skills, Quality Jobs and Preparedness",Unemployment,All,0.3586998474807885,3 (Secondary_indicator)
HR,All,2012,Energy and Housing,All,All,0.4613526297487149,2 (EU_Priority)
HR,All,2012,Equality,All,All,0.43394916763791663,2 (EU_Priority)
HR,All,2012,Health and Animal Welfare,All,All,0.38810121855338825,2 (EU_Priority)
HR,All,2012,"Social Rights and Skills, Quality Jobs and Preparedness",All,All,0.6044041511807939,2 (EU_Priority)
HR,All,2012,All,All,All,0.4719517917802034,1 (EWBI)
HU,All,2012,Energy and Housing,Housing quality,HQ-SILC-1,0.5519011616852441,4 (Primary_indicator)
HU,All,2012,Energy and Housing,Energy,HE-SILC-1,0.736109942794678,4 (Primary_indicator)
HU,All,2012,Energy and Housing,Energy,HE-SILC-2,0.5902092730875594,4 (Primary_indicator)
HU,All,2012,Energy and Housing,Energy,HE-HBS-1,0.9109251298448316,4 (Primary_indicator)
HU,All,2012,Energy and Housing,Energy,HE-HBS-2,0.9165472490888935,4 (Primary_indicator)
HU,All,2012,Equality,Security,ES-SILC-1,0.2799351072283675,4 (Primary_indicator)
HU,All,2012,Equality,Security,ES-SILC-2,0.5311436494282126,4 (Primary_indicator)
HU,All,2012,Equality,Community,EC-SILC-1,0.28086811542848283,4 (Primary_indicator)
HU,All,2012,Health and Animal Welfare,Health condition and impact,AH-SILC-1,0.42817144179934863,4 (Primary_indicator)
HU,All,2012,Health and Animal Welfare,Health condition and impact,AH-SILC-2,0.41857053427676927,4 (Primary_indicator)
HU,All,2012,Health and Animal Welfare,Health condition and impact,AH-SILC-3,0.4921621883115643,4 (Primary_indicator)
HU,All,2012,Health and Animal Welfare,Health condition and impact,AH-SILC-4,0.70990704740836,4 (Primary_indicator)
HU,All,2012,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,RT-LFS-1,0.8161999891444186,4 (Primary_indicator)
HU,All,2012,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,RT-LFS-2,0.9124426808274888,4 (Primary_indicator)
HU,All,2012,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,RT-LFS-3,0.9483643942911066,4 (Primary_indicator)
HU,All,2012,"Social Rights and Skills, Quality Jobs and Preparedness",Unemployment,RU-SILC-1,0.6878048154481827,4 (Primary_indicator)
HU,All,2012,Energy and Housing,Housing quality,All,0.5519011616852441,3 (Secondary_indicator)
HU,All,2012,Energy and Housing,Energy,All,0.7900089950125752,3 (Secondary_indicator)
HU,All,2012,Equality,Security,All,0.4062664553367874,3 (Secondary_indicator)
HU,All,2012,Equality,Community,All,0.28086811542848283,3 (Secondary_indicator)
HU,All,2012,Health and Animal Welfare,Health condition and impact,All,0.5177518018280195,3 (Secondary_indicator)
HU,All,2012,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,All,0.894080813844441,3 (Secondary_indicator)
HU,All,2012,"Social Rights and Skills, Quality Jobs and Preparedness",Unemployment,All,0.6878048154481827,3 (Secondary_indicator)
HU,All,2012,Energy and Housing,All,All,0.6709550783489096,2 (EU_Priority)
HU,All,2012,Equality,All,All,0.34356728538263515,2 (EU_Priority)
HU,All,2012,Health and Animal Welfare,All,All,0.5177518018280195,2 (EU_Priority)
HU,All,2012,"Social Rights and Skills, Quality Jobs and Preparedness",All,All,0.7909428146463119,2 (EU_Priority)
HU,All,2012,All,All,All,0.5808042450514691,1 (EWBI)
IE,All,2012,Energy and Housing,Housing quality,HQ-SILC-1,0.9726630423127034,4 (Primary_indicator)
IE,All,2012,Energy and Housing,Energy,HE-SILC-1,0.8420636767918454,4 (Primary_indicator)
IE,All,2012,Energy and Housing,Energy,HE-SILC-2,0.7126754827610207,4 (Primary_indicator)
IE,All,2012,Energy and Housing,Energy,HE-HBS-1,0.9109251298448316,4 (Primary_indicator)
IE,All,2012,Energy and Housing,Energy,HE-HBS-2,0.9165472490888935,4 (Primary_indicator)
IE,All,2012,Equality,Security,ES-SILC-1,0.5004751078715379,4 (Primary_indicator)
IE,All,2012,Equality,Security,ES-SILC-2,0.7621054573874365,4 (Primary_indicator)
IE,All,2012,Equality,Community,EC-SILC-1,0.5903951135154876,4 (Primary_indicator)
IE,All,2012,Health and Animal Welfare,Health condition and impact,AH-SILC-1,0.9111430059363504,4 (Primary_indicator)
IE,All,2012,Health and Animal Welfare,Health condition and impact,AH-SILC-2,0.6777443115435553,4 (Primary_indicator)
IE,All,2012,Health and Animal Welfare,Health condition and impact,AH-SILC-3,0.7518132549605157,4 (Primary_indicator)
IE,All,2012,Health and Animal Welfare,Health condition and impact,AH-SILC-4,0.13432140827108477,4 (Primary_indicator)
IE,All,2012,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,RT-LFS-1,0.8512278403926357,4 (Primary_indicator)
IE,All,2012,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,RT-LFS-2,0.450270236169027,4 (Primary_indicator)
IE,All,2012,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,RT-LFS-3,0.8390913129454565,4 (Primary_indicator)
IE,All,2012,"Social Rights and Skills, Quality Jobs and Preparedness",Unemployment,RU-SILC-1,0.5373019958150272,4 (Primary_indicator)
IE,All,2012,Energy and Housing,Housing quality,All,0.9726630423127034,3 (Secondary_indicator)
IE,All,2012,Energy and Housing,Energy,All,0.846581133806782,3 (Secondary_indicator)
IE,All,2012,Equality,Security,All,0.6324779154394583,3 (Secondary_indicator)
IE,All,2012,Equality,Community,All,0.5903951135154876,3 (Secondary_indicator)
IE,All,2012,Health and Animal Welfare,Health condition and impact,All,0.6207392318141475,3 (Secondary_indicator)
IE,All,2012,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,All,0.7198801830383975,3 (Secondary_indicator)
IE,All,2012,"Social Rights and Skills, Quality Jobs and Preparedness",Unemployment,All,0.5373019958150272,3 (Secondary_indicator)
IE,All,2012,Energy and Housing,All,All,0.9096220880597428,2 (EU_Priority)
IE,All,2012,Equality,All,All,0.6114365144774729,2 (EU_Priority)
IE,All,2012,Health and Animal Welfare,All,All,0.6207392318141475,2 (EU_Priority)
IE,All,2012,"Social Rights and Skills, Quality Jobs and Preparedness",All,All,0.6285910894267124,2 (EU_Priority)
IE,All,2012,All,All,All,0.6925972309445189,1 (EWBI)
IS,All,2012,Energy and Housing,Housing quality,HQ-SILC-1,0.8760038272969618,4 (Primary_indicator)
IS,All,2012,Energy and Housing,Energy,HE-SILC-1,0.9258002194129173,4 (Primary_indicator)
IS,All,2012,Energy and Housing,Energy,HE-SILC-2,0.8868432417131499,4 (Primary_indicator)
IS,All,2012,Equality,Security,ES-SILC-1,0.7014974032822967,4 (Primary_indicator)
IS,All,2012,Equality,Security,ES-SILC-2,0.8339568653683195,4 (Primary_indicator)
IS,All,2012,Equality,Community,EC-SILC-1,0.8353897868035962,4 (Primary_indicator)
IS,All,2012,Health and Animal Welfare,Health condition and impact,AH-SILC-1,0.8318563259458034,4 (Primary_indicator)
IS,All,2012,Health and Animal Welfare,Health condition and impact,AH-SILC-2,0.6113191916781384,4 (Primary_indicator)
IS,All,2012,Health and Animal Welfare,Health condition and impact,AH-SILC-3,0.7284508420996364,4 (Primary_indicator)
IS,All,2012,Health and Animal Welfare,Health condition and impact,AH-SILC-4,0.38006980818971725,4 (Primary_indicator)
IS,All,2012,"Social Rights and Skills, Quality Jobs and Preparedness",Unemployment,RU-SILC-1,0.7653277398456738,4 (Primary_indicator)
IS,All,2012,Energy and Housing,Housing quality,All,0.8760038272969618,3 (Secondary_indicator)
IS,All,2012,Energy and Housing,Energy,All,0.9065762015774892,3 (Secondary_indicator)
IS,All,2012,Equality,Security,All,0.7679451739647203,3 (Secondary_indicator)
IS,All,2012,Equality,Community,All,0.8353897868035962,3 (Secondary_indicator)
IS,All,2012,Health and Animal Welfare,Health condition and impact,All,0.639552030607497,3 (Secondary_indicator)
IS,All,2012,"Social Rights and Skills, Quality Jobs and Preparedness",Unemployment,All,0.7653277398456738,3 (Secondary_indicator)
IS,All,2012,Energy and Housing,All,All,0.8912900144372256,2 (EU_Priority)
IS,All,2012,Equality,All,All,0.8016674803841582,2 (EU_Priority)
IS,All,2012,Health and Animal Welfare,All,All,0.639552030607497,2 (EU_Priority)
IS,All,2012,"Social Rights and Skills, Quality Jobs and Preparedness",All,All,0.7653277398456738,2 (EU_Priority)
IS,All,2012,All,All,All,0.7744593163186386,1 (EWBI)
IT,All,2012,Energy and Housing,Housing quality,HQ-SILC-1,0.7347627712696645,4 (Primary_indicator)
IT,All,2012,Energy and Housing,Energy,HE-SILC-1,0.6734801207338811,4 (Primary_indicator)
IT,All,2012,Energy and Housing,Energy,HE-SILC-2,0.823001172160963,4 (Primary_indicator)
IT,All,2012,Equality,Security,ES-SILC-1,0.6250214877384767,4 (Primary_indicator)
IT,All,2012,Equality,Security,ES-SILC-2,0.6953670147550722,4 (Primary_indicator)
IT,All,2012,Equality,Community,EC-SILC-1,0.6203863740595036,4 (Primary_indicator)
IT,All,2012,Health and Animal Welfare,Health condition and impact,AH-SILC-1,0.5513135870052689,4 (Primary_indicator)
IT,All,2012,Health and Animal Welfare,Health condition and impact,AH-SILC-2,0.7279363299732138,4 (Primary_indicator)
IT,All,2012,Health and Animal Welfare,Health condition and impact,AH-SILC-3,0.4227804247881977,4 (Primary_indicator)
IT,All,2012,Health and Animal Welfare,Health condition and impact,AH-SILC-4,0.29178441983470493,4 (Primary_indicator)
IT,All,2012,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,RT-LFS-1,0.9082797008885499,4 (Primary_indicator)
IT,All,2012,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,RT-LFS-2,0.8726812564634305,4 (Primary_indicator)
IT,All,2012,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,RT-LFS-3,0.8844656792924187,4 (Primary_indicator)
IT,All,2012,"Social Rights and Skills, Quality Jobs and Preparedness",Unemployment,RU-SILC-1,0.6846279355235732,4 (Primary_indicator)
IT,All,2012,Energy and Housing,Housing quality,All,0.7347627712696645,3 (Secondary_indicator)
IT,All,2012,Energy and Housing,Energy,All,0.7496995776701109,3 (Secondary_indicator)
IT,All,2012,Equality,Security,All,0.6604567348296202,3 (Secondary_indicator)
IT,All,2012,Equality,Community,All,0.6203863740595036,3 (Secondary_indicator)
IT,All,2012,Health and Animal Welfare,Health condition and impact,All,0.5013706187513406,3 (Secondary_indicator)
IT,All,2012,"Social Rights and Skills, Quality Jobs and Preparedness",Type of job and market participation,All,0.8890450510592156,3 (Secondary_indicator)
IT,All,2012,"Social Rights and Skills, Quality Jobs and Preparedness",Unemployment,All,0.6846279355235732,3 (Secondary_indicator)
IT,All,2012,Energy and Housing,All,All,0.7422311744698877,2 (EU_Priority)
IT,All,2012,Equality,All,All,0.640421554444562,2 (EU_Priority)
IT,All,2012,Health and Animal Welfare,All,All,0.5013706187513406,2 (EU_Priority)
IT,All,2012,"Social Rights and Skills, Quality Jobs and Preparedness",All,All,0.7868364932913944,2 (EU_Priority)
IT,All,2012,All,All,All,0.6677149602392962,1 (EWBI)
