title,abstract,true_label
Mapping the capacity of concave green land in mitigating urban pluvial floods and its beneficiaries,"Pluvial floods can exert significant pressure on urban sustainability and human wellbeing during rapid urbanization. Rapid urbanization and exacerbated flooding have stimulated investigations of green land's role in mitigating urban flooding in China. The newly applied ""Sponge City"" plan considers the concave green land (CGL) as an effective tool in mitigating pluvial floods. However, its capacity and beneficiaries still need to be elucidated. This paper fills this research gap by integrating urban flood simulation, scenario analysis, and mitigation assessment in central Shanghai, China. It reveals that CGL could not only mitigate direct runoff and inundation, but also reduce population exposure and enhance community resilience. CGL with a depth of 0.10-0.20 m can mitigate direct runoffs by 23.63-98.35% and inundation extents by 26.09-82.41%, resulting in a slide of the exposed urban population by 0.40-1.04 million persons and the exposed elders by 0.04-0.12 million persons. Moreover, the effectiveness of CGL varies spatially implying for a sound spatial planning of CGLs and a potential combination with other flood mitigation measures. These findings could help cities particularly in developing countries to adapt to rising pluvial flooding through urban planning and nature-based flood mitigation measures.",About Sufficiency
A classification scheme for urban agriculture combining technical properties with characteristics related to the economic and social sustainability,"Urban agriculture is often associated with sustainable agricultural practices. However, the variety of systems qualifying as urban agriculture and the limited information available about their sustainability question this direct relationship. To better understand differences in intra-urban agriculture systems and their sustainability, this paper proposed an holistic classification of urban agricultural systems and collected knowledge about the environmental, social, and economic sustainability of these systems. Such a classification is important to evaluate sustainability claims on urban agricultural systems, anticipate potential sustainability trade-offs between urban agricultural systems and propose preventive measures to address these, and ultimately guide the sustainable deployment of these systems. Compared with existing classifications, the novel classification scheme proposed here accounts for technological, social and economic characteristics of urban agriculture systems to better distinguish between all systems. It was built on 91 scientific papers. The economic intensity of production was, for example, an important characteristic to coherently group urban agriculture systems. The intensity of cooperation between all actors was another characteristic emphasized for certain urban agriculture systems. One end of the classification scheme describes ground-based open, socially motivated urban agriculture systems with high cooperation intensity and low production intensity. The other end of the classification scheme describes building-integrated quasi-closed systems with high production intensity. In between, we find: building-integrated conditioned systems, ground-based conditioned systems, and building-integrated open systems. Mapping sustainability claims from literature in the classification scheme supported its definition along the three characteristics. For example, urban farming was associated with job creation, food safety, water savings, and higher yields while urban gardening with educational potentials, biodiversity improvements, and lower yields. Their display in the classification scheme was therefore supported. To further support the use of the proposed scheme, additional quantitative research to better understand and quantify the sustainability of urban agriculture systems is required. © The Author(s) 2024.",About Sufficiency
Spatial and habitat determinants of small-mammal biodiversity in urban green areas: Lessons for nature-based solutions,"In an increasingly anthropogenic world, urban green areas are critical for human well-being because of the ecosystem services they offer. However, the management of these areas often prioritizes economic, architectural, and esthetic needs over ecological functionality, undermining the benefits they ought to provide. Actions to restore the functional ecological processes of urban green areas have thus become increasingly urgent. This study investigated the impact of urban green area characteristics on the community composition of an indicator animal group to inform Nature-Based Solutions (NBSs) for urban biodiversity and sustainability enhancement. We analyzed data on small mammal community composition from three Italian metropolitan cities (Milan, Florence, and Rome), focusing on the distribution pattern of synanthropic and non-synanthropic species. Small mammal surveys were carried out using hair tubes in sampled areas located along a gradient of green area size and fragmentation. Multiple Linear Mixed Models assessed the influence of spatial and habitat green area characteristics on species richness. Synanthropic species richness was positively associated with manicured urban parks, while non-synanthropic species richness was higher in woodland green areas characterized by high shrub cover. Through a Linear Mixed Model and NODF-based Nestedness analyses, we found that competitive exclusion and selective extinction/colonization processes did not significantly influence community composition. These insights emphasize the major influence of habitat composition in supporting functional communities of urban small mammals. To move toward resilient urban ecosystems, NBSs must primarily be implemented at a local scale by creating green patches with high habitat quality, and secondarily, they should be embedded in an interconnected and functional network at a city scale.",About Sufficiency
Using green infrastructure to add value and assist place-making in public realm developments,"Green Infrastructure (GI), such as rain gardens, trees or permeable pavement, can provide several ecosystem services, protect biodiversity and mitigate the impacts of climate change in urban settings. Using a combination of public surveys and interviews with experts, this research evaluates opportunities and constraints for GI to add value and assist place-making in public realm developments, which is of relevance to impact assessment. The research uses the unique Woodside area in Glasgow as a case study. The project, 'Connecting Woodside', is a first of its kind in Scotland and lessons learned can be applied elsewhere. The study found that, to effectively utilise GI to assist place-making and add value in public realm developments, community engagement is a key aspect in developing public spaces. One of the main reasons identified for this was that GI was highly location specific. Therefore, it is important to understand the needs and wants of a place and its communities. The study demonstrated that community ownership of certain project aspects relating to GI could be beneficial for all stakeholders.",About Sufficiency
"UNDERSTANDING LAND USE, LAND COVER, AND LANDSCAPE PATTERNS OF THE WORLD’S CITIES FOR SUSTAINABLE BIODIVERSITY PLANNING","Land use and land cover largely determine the ecosystem functions that can occur, where they occur, and the organisms that enable those. The composition and configuration patterns of land use and land cover will impact urban biodiversity; therefore how we recognize and understand those patterns is relevant towards planning to enhance biodiversity in urban ecosystems. This chapter addresses the past, present, and future of land use and land cover in urban areas by covering three main sections: The history of land use/land cover in urban areas, how biodiversity connects to land use/land cover under a landscape ecology framework, and how planning for sustainability and fulfilment of sustainable development goals can be done by addressing urban biodiversity at a landscape scale. Through concepts, examples, and tools, we expect readers to become immersed in the importance of land use/land cover configuration and composition for urban biodiversity and related ecological processes. © 2024 selection and editorial matter, Charles H. Nilon and Myla F.J. Aronson; individual chapters, the contributors.",About Sufficiency
"Assessing the state of urban forests in Dédougou, a Sahel city in Burkina Faso","The composition and diversity of urban forests are gaining attention in scholarly research, urban development, and sustainability efforts. Despite their critical ecosystem services, literature on urban forests remains limited, especially in developing countries like Burkina Faso. This study examines the urban area of Dedougou, assessing species composition, diversity, and structural characteristics across different land-use and land-cover (LULC) types. Botanical investigations were conducted in five of the city's six sectors, covering administrative, school, residential, and roadside areas. Data, including species, origin, height, and diameter at breast height, were collected from 47 plots (50 m x 50 m) in administrative, school, and residential areas, and 17 plots (50 m x 20 m) along roadsides. A total of 71 species, distributed across 57 genera and 31 families, were identified. Among these, 57% were exotic, 51% were edible, 89% had medicinal properties, and 37% served ornamental purposes. The Shannon diversity index averaged 2.2 +/- 0.8. No significant difference was observed in the distribution of exotic and native species across various LULC types. Residential areas exhibited the highest species richness, with 36 exotic and 30 native species, while roadsides had the lowest, featuring ten exotic and eight native species. The findings have implications for United Nations Sustainable Development Goals, particularly Goals 11, 13, and 15. The study concludes that Dedougou's urban forests are diverse in woody species, particularly in residential areas. This research adds new insights into the floristic diversity and structural characteristics of urban areas in Burkina Faso, offering valuable information for future urban planning and management.",About Sufficiency
Interface Between Instruments of Development Planning and Biodiversity Planning and Conservation,"Biodiversity sustains human civilisation as it is intricately related to the supply of all the ecosystem services that underscore human well-being. The connotation ‘human well - being’ denotes amongst other things ‘security’ that entails security to ‘resource access’ and ‘adequate livelihoods’- as basic materials for a good life. However, the benefits of growth and development accruing from our natural resources need to be distributed equitably amongst the ‘people’ without damaging the ‘ecological health of the planet’ to achieve the goals of the sustainable development (2015) at the global level. Though cities are proficient means of spatial organisation that provide shelter and livelihood to a large number of people and have developed into foci of innovations and economic growth they have been inept of taking care of nature due to their exhaustive and unsustainable consumption pattern. They are intense hubs of energy and material consumption that emanates massive wastes damaging environmental health and, in turn, biodiversity. The answer to this dilemma lies in the Mainstreaming Biodiversity into the city planning and management which will balance biodiversity and development. Mainstreaming or including biodiversity into urban planning is imperative as cities draw numerous ecosystem services at local, regional and global scales. However, this expression ‘mainstreaming’ warrants a clear understanding of the jargon itself and the instruments that will enable integration of the same. In this paper, an attempt has been made to explore the diverse instruments that are available at the global, national, subnational and local levels for biodiversity conservation and management and urban planning processes. The idea is to explore the interface that exists between the instruments of the two spheres and create a convergence between the processes of urban planning and biodiversity conservation. © 2020, Bentham Books imprint.",About Sufficiency
Co-benefits of urban biodiversity,"Growth and development of an urban area modifies and creates biodiversity, which has a vital role in maintaining and improving the quality of the urban environment. The paper studies the growth and development of Delhi, the capital city of India, and outlines an approach to assess the biodiversity pattern of the metropolis. The co-relation between habitat scales and levels of planning to arrive at a biodiversity profile of an urban area, are explained. The Global Biodiversity Assessment and Convention on Biological Diversity has brought forth the need to conserve biodiversity at global and local levels. Because of their diminishing numbers, the role of species in urban areas has become critical. So far, in cities, open spaces are supposed to mainly cater to aesthetic demands and recreation needs. But if we examine the environmental role they play—pollution abatement, water recharge, indicator of pollution, climatic amelioration, flood control and so on—they are many. The strategy for conservation is related to the scale of habitat, thus a multiscale strategy for conservation is explained in detail. The legal, governance and policy tools in India relating to national, sub-national and local levels are put forth to give a holistic picture of the various aspects to be considered for mainstreaming biodiversity conservation in the urban planning process. © Springer Nature Singapore Pte Ltd 2018.",About Sufficiency
Feeding Cities: Food security and ecosystem support in an urbanizing world,"In this chapter we take a complex systems approach to exploring the linkages among the phenomenon of urbanization, the changing value systems and world perspectives of urban dwellers, the sometimes distant connections to the food production systems that support cities, and the often invisible ecosystem services that support food production and in turn are affected by food production. After we explore the relationship between a range of ecosystem services and their relationship to food production, we present three cases of economically developed cities that secure their food from global sources. The wealthy urban populations in all our three case cities adhere to the highly commoditized systems of industrial production based on energy- and material-intensive external inputs for the bulk of their food provision. Fully integrated into the global market, trade enables these cities to both consume and produce what their consumers desire without regard to the local capacity of ecosystems in the regions around the cities. Although each city is secure under prevailing economic and trade conditions, they are exposed to a range of socio-economic and ecosystem vulnerabilities that arise from the conventional “productivist” food production paradigm upon which they are based. We conclude by proposing a number of scenarios describing plausible trajectories for the evolution of food systems in the twenty-fi rst century as humanity becomes increasingly urbanized. Fundamentally, the ecologically integrated system approach, especially the urban garden component, would go a long way towards reconnecting urban dwellers with the biosphere, with potential positive effects on biodiversity. © 2013, Springer Netherlands. All rights reserved.",About Sufficiency
Mapping Urban Green Infrastructure: A Novel Landscape-Based Approach to Incorporating Land Use and Land Cover in the Mapping of Human-Dominated Systems,"Common approaches tomapping green infrastructure in urbanised landscapes invariably focus on measures of land use or land cover and associated functional or physical traits. However, such onedimensional perspectives do not accurately capture the character and complexity of the landscapes in which urban inhabitants live. The new approach presented in this paper demonstrates how open-source, high spatial and temporal resolution data with global coverage can be used tomeasure and represent the landscape qualities of urban environments. Through going beyond simple metrics of quantity, such as percentage green and blue cover, it is now possible to explore the extent to which landscape quality helps to unpick the mixed evidence presented in the literature on the benefits of urban nature to human well-being. Here we present a landscape approach, employing remote sensing, GIS and data reduction techniques to map urban green infrastructure elements in a large U.K. city region. Comparison with existing urban datasets demonstrates considerable improvement in terms of coverage and thematic detail. The characterisation of landscapes, using census tracts as spatial units, and subsequent exploration of associations with social-ecological attributes highlights the further detail that can be uncovered by the approach. For example, eight urban landscape types identified for the case study city exhibited associations with distinct socioeconomic conditions accountable not only to quantities but also qualities of green and blue space. The identification of individual landscape features through simultaneous measures of land use and land cover demonstrated unique and significant associations between the former and indicators of human health and ecological condition. The approach may therefore provide a promising basis for developing further insight into processes and characteristics that affect human health and well-being in urban areas, both in the United Kingdom and beyond.",About Sufficiency
"The nexus of industrial employment, financial development, urbanization, and human capital in promoting environmental sustainability in E7 economies","Financial development supports economic growth, reduces unemployment, ensures justice, and has an impact on the environment. Human development significantly supports E-7 countries in achieving the goal of stable and qualified economic development in the next decade. This factor affects people’s ability to manage environmental problems and increases their productivity by contributing to people’s industrial and production processes. It can be a guide for states to choose technologies that take into account the clean environment and increase energy efficiency in areas where energy is constantly used. Increasing urbanization encourages various development activities. This study aims to investigate the impact of financial development, human development, urbanization, and industrial employment on environmental quality for E-7 countries with regularized common correlated effects and the Augmented Mean Group long-run estimators. Another important aim of the study is to achieve Sustainable Development Goals 4, 8, 9, 11 and 13. Increasing financial development improves environmental quality in Russia and India, according to robust results from long-run estimators. Increasing human development in China increases environmental pollution. While the expansion of urbanization increases environmental quality in Brazil, it decreases it in China. The increase in employment in the industry increases the load capacity factor in the panel group, Brazil, China, Indonesia, and India. In addition to these results, the current article presents policy recommendations for governments to increase environmental quality on a country basis and provides feasible solutions on how to use the independent variables in the study as environmental tools. © 2024 Informa UK Limited, trading as Taylor & Francis Group.",About Sufficiency
Biodiversity Potential in Brazilian Medium-sized Cities through Human Access to Nature,"The paper examines the relationship between city and environment, assuming that contemporary urbanism and sustainability of urban environment do not dialogue. To this end, from analysis of urban biodiversity, cultural ecosystem services, urban design, biophilia and configurational accessibility, a sample of 21 medium-sized Brazilian cities is investigated. Methodology is structured in two sections: (a) categorization of settlements according to biodiversity potential; and (b) spatial analysis of cultural ecosystem services (CES) to verify human access. Results indicate that investigated settlements present: (i) urbanization advancing through vegetation areas, extensive agricultural areas and patches of tree vegetation, low presence of parks, squares and protected areas; (ii) high to medium potential for biodiversity, using this potential for ecosystem services of provisioning and regulation and; (iii) satisfactory levels of access to cultural ecosystem services that reflect human access to nature. In addition, it was found that the CES are located, based on Space Syntax, in potentially accessible urban areas with potential for social interaction. © 2022 Proceedings 13th International Space Syntax Symposium, SSS 2022. All rights reserved.",About Sufficiency
Integrative management to mitigate diffuse pollution in multi-functional landscapes,"Increasing anthropogenic intervention within the terrestrial environment has perturbed the cycling of major nutrients, such as carbon (C), nitrogen (N) and phosphorus (P) with detrimental effects on climate, biodiversity and the ability for ecosystems to supply fundamental services for human health and sustainable economic growth. Controlling diffuse pollutants from terrestrial ecosystems to the atmosphere and receiving waters is paramount for maintaining the integrity of multi-functional landscapes and protecting the wider environment. Utilising four typical land use categories (uplands, woodlands, agriculture: grassland/cropland), we discuss sources and the qualitative risk of diffuse pollutant production that impacts on air and water quality. Integrated diffuse pollution research that combines gaseous, dissolved and solid (particulate) physical phases is essential for understanding inter-relationships between different pollutant fates, and preventing unintentional pollutant swapping. Future research and awareness should focus on mitigation measures that achieve multiple benefits and minimal disbenefits with respect to diffuse pollution, whilst considering other ecosystem service sectors. Where evidence of benefits can be proven, these can be incorporated within an integrated catchment approach to environmental management and planning. © 2010 Elsevier B.V.",About Sufficiency
Climatic adaptation strategy under urban agriculture rainwater cropping systems: a case study from watermelon ( Citrullus lanatus) as live mulch,"In-situ live mulch crops such as watermelon can reduce soil temperature, improve soil moisture, and provide additional income for food security in mixed cropping systems. These investigations quantify the impact of in-situ watermelon live mulch densities on yield potential, climatic change adaptation capability and food security strategies in tropical urban amaranth production systems. Imposed were 3 sowing densities of watermelon: 1.5x0.45 m; 1.5x0.90 m; 1.5x1.50 m. Grain amaranth was transplanted at 0.75x0.75 m spacing in an RCB design. Averaged over 2 consecutive cropping's, amaranth grain and watermelon yields were significantly highest at 1.5x0.90 m watermelon plant spacing density optimum for yield potential, climate change adaptability and food security resilient strategy. This corresponded to the reduction in maximum soil temperature of 2 degrees C by amaranth and 3.5 degrees C by watermelon compared to the control without mulch. There was a check plot without amaranth and watermelon but weeds monitored. Soil moisture content was significantly (P=0.05) conserved in the live mulch treatments by 18.2% compared to the bare not mulched soil control of 14%. This research demonstrates that live mulch is useful in rainwater conservation and reduced temperature; and we believe offers opportunities for food security, carbon sequestration and landscape restoration in the humid tropics of sub Saharan Africa countries under rain-fed agriculture climate change scenarios.",About Sufficiency
"Ecosystems Services and Green Infrastructure for Respiratory Health Protection: A Data Science Approach for Paraná, Brazil","Urban ecosystem services have become a main issue in contemporary urban sustainable development, whose efforts are challenged by the phenomena of world urbanization and climate change. This article presents a study about the ecosystem services of green infrastructure towards better respiratory health in a socioeconomic scenario typical of the Global South countries. The study involved a data science approach comprising basic and multivariate statistical analysis, as well as data mining, for the municipalities of the state of Paraná, in Brazil’s South region. It is a cross-sectional study in which multiple data sets are combined and analyzed to uncover relationships or patterns. Data were extracted from national public domain databases. We found that, on average, the municipalities with more area of biodiversity per inhabitant have lower rates of hospitalizations resulting from respiratory diseases (CID-10 X). The biodiversity index correlates inversely with the rates of hospitalizations. The data analysis also demonstrated the importance of socioeconomic issues in the environmental-respiratory health phenomena. The data mining analysis revealed interesting associative rules consistent with the learning from the basic statistics and multivariate analysis. Our findings suggest that green infrastructure provides ecosystem services towards better respiratory health, but these are entwined with socioeconomics issues. These results can support public policies towards environmental and health sustainable management. © 2022 by the authors. Licensee MDPI, Basel, Switzerland.",About Sufficiency
"A different look at environmental health: Social and environmental inequities in the metropolitan region of São Paulo, Brazil","The concentration of large populations in metropolitan areas is a great matter of interest in the field of public health, especially in developing countries. Although the metropolization process is considered a worldwide phenomenon, this trend is accentuated in low and medium income countries considered as emerging countries of Asia, Africa and Latin America. In the process of metropolization, irreversible impacts were observed on the natural environment, including with respect to pressures on environmental services. In this chapter, the Metropolitan Region of São Paulo in São Paulo (Brazil) is the object of study focused on the analysis of the occupation of watershed protection areas, which provide environmental services and social inequalities, which may be relevant in the context of violence, reflected as a matter of public and environmental health. We used data from Brazilian public institutions, allowing verifying the relations between inequalities in socioeconomic and environmental health of the Metropolitan Region of São Paulo (MRSP), state of São Paulo, Brazil. We applied a critical analysis to contextualize the 39 municipalities' components of the MRSP with about 20 million inhabitants. The city of São Paulo has a forceful representation as headquarters of the metropolis, with 11.253.503 inhabitants in 2010 with GDP of R$ 389 billion and GDP/capita of R$ 35,271.9 in 2009.As for this economic indicator, we note that the inequality is large, ranging from the highest in the city of Barueri with the lowest R$ 99,595.7 in Francisco Morato with R$ 5,492.6 in 2009. However, the environmental and health inequalities are presented in forms of spatialization with the economic disparities. Thus, under the condition of relevant environmental services providers, we focus the discussion on distinct patterns of inequalities that occur in municipalities with a significant portion of the watershed protection area, providing water to the city of São Paulo. In this condition, exploring the aspect of violence as an important indicator of public health, we observed an increase in the rate of homicides in Mairiporã with 49.9 in 2001 to 53.1 per 100,000 inhabitants in 2009 and Juquitiba with 36.7 in 2001 to 68.2 per 100,000 inhabitants in 2009, while Francisco Morato (45.9 in 2001 to 21.6 per 100,000 inhabitants in 2009) and Taboão Serra (84.6 in 2001 to 19.4 per 100,000 inhabitants in 2009). The urban segregation and social exclusion can be considered as some of the factors associated with increased violence. Concluding Remarks, the watershed areas in MRSP can be considered the most fragile areas by the presence of remnants of green areas, are providers of ecosystem services and suppliers of water to metropolis, and where overlapping social inequities as the areas of greatest violence and environmental degradation. It can be inferred that the environmental and social problems such as violence and inequities in watershed areas can be compounded with the possible exacerbation of climate phenomena. © 2014 by Nova Science Publishers, Inc. All rights reserved.",About Sufficiency
Markets for conserving biodiversity habitat: Principles and practice,"As residential, commercial, and industrial developments continue to erode the integrity of natural areas, public interest in interactions between ecological and economic systems has intensified. This interest registers in frequently contentious debates about the validity of goals to preserve natural areas and the efficiency and the equity properties of the means to do so. Arguably this same public has denied the goals of environmental protection more frequently than necessary because regulatory authorities have used unnecessarily costly means of implementation.1 The devices used to implement the goals of the Endangered Species Act (ESA) seem a prime example of those means of implementation. Only the most insensitive, strictly urban beings would dare assert in polite company that it is not good in principle to protect the earth's non-urban life-forms and the habitats in which they live. Witness the consistently high standing in polls that the public gives the generic concept of environmental protection, including habitat conservation. The rub appears to be in how to implement the ESA and whether its goals are always feasible, have been made too costly by perverse bureaucratic rigidities and complexities, or are simply feel-good expressions. Much of the land to which the ESA is meant to apply is privately owned. Some threatened or endangered species currently exist only on private land held in multiple ownerships. Suggestions and actual attempts to make implementation of the ESA more flexible and more predictable and less costly for private owners than can be achieved by simply issuing management injunctions to them from on high have not been lacking. Incidental take permits in which development is allowed if a landowner can show that it will not lead to species extinction are granted by the ESA authority. Safe harbor plans in which federal authorities and landowners negotiate no-fault contracts, where owners are not liable for harm to a species if they manage their land in accordance with contract terms, are now sometimes used by federal authorities (Turner and Rylander 1998). Economists and those who now and then listen to economists have proposed variants of tradable effluent permit allocation instruments (Crocker 1966; D. Montgomery 1972), such as tradable habitat preservation credits (Merrifield 1995) and tradable development rights (Stavins 1989). The flexibility and predictability these devices purportedly offer owners have, however, been met with skepticism by occasional commentators, including even some economists. Frey et al. (1996) worry that marketlike instruments will reduce the demand for and crowd out environmental virtue (morality). But virtuous attitudes and the social norms that manifest them can breed disrespect when they ask for more than people can accomplish. Boyd et al. (1999) center their criticisms on the costs of designing site-specific contracts, claims, or rights, owner by owner. Granted, the complexity of designing an ecologically and economically sound system of permits, claims, or rights to develop sites can be daunting. This is an inadequate reason, however, to dismiss out of hand such systems when the only recognized alternative to them is a command-and-control system of questionable virtue in which middle-level bureaucrats and biological technicians are given free rein to designate restricted development sites and to redistribute wealth while using little more than biological criteria to do so. Given that society values natural habitats and the varied organisms that enjoy them, economic efficiency decrees that private landowners be held accountable for the effects their activities have on the socially valued dimensions of these habitats. Nevertheless, accountability must be achieved at the least cost to landowners and to the rest of society if the public is to ungrudgingly accept the ESA. The next section argues that substantial scope exists for the use of tradable permits or credits in habitat conservation efforts. It also compares the economic efficiency and the wealth distribution features of tradable credit schemes to command-and-control schemes. A third section forms the core of the essay. It argues (and, for stylized conditions, formally demonstrates in an appendix) that neither tradable credit systems alone nor wealth redistributing command-and-control systems alone are capable of providing the flexibility and predictability that a socially least-cost design for habitat protection requires. Least-cost designs will initially involve private landowners in a tradable habitat credit system and, subsequently, in a transfer payment, command-and-control exercise operated by a central authority. Contrary to the standard perception that tradable permits or credits and environmental use taxes or subsidies are substitute policy instruments, this chapter suggests that they can be complements. They can reinforce each other's strengths while sidestepping their weaknesses. The fourth section comments on the practical issues likely to be involved in implementing such a hybrid scheme of economic incentives and regulation, with particular attention to the relevance to outcomes of the accuracy of information about habitat attributes and its division between landowners and the regulating authority. In conclusion, I argue that the hybrid scheme is worthy of serious consideration. Circumstances are likely to be plentiful on multiple-ownership private lands where the scheme can achieve public habitat conservation goals in a flexible, predictable, efficient, and equitable fashion. © 2005 by The University of Texas Press. All rights reserved.",About Sufficiency
Just nature-based solutions and the pursuit of climate resilient urban development,"Nature -based solutions (NbS) offer pathways towards climate resilient development. For cities, these pathways translate to a host of benefits to address the climate crisis, including climate change adaptation and mitigation, biodiversity protection and enhancement, and human well-being. In urban spaces, NbS are also about the design and re -design of the urban built and natural environment. This presents a need to create the institutions and governance mechanisms that allow for the co -production and co -design of NbS alongside local communities in ways that serve to address justice and legacies of inequality. In this perspective, I examine three areas of focus to deliver just nature -based solutions: problem , process , and progress . Problem focuses on the types of relationships nature -based solutions seek to transform -the race and class -based inequalities embedded in urban form. Process addresses how nature -based solutions can deliver justice through design and co -production. Finally, progress is about developing indicators and measuring progress towards achieving just nature -based solutions and how they reflect diverse and pluralistic value systems. Collectively these should move just NbS towards the repair of social and ecological exploitation in and beyond the city.",About Sufficiency
Towards the intentional multifunctionality of urban green infrastructure: a paradox of choice?,"Decades of research on multifunctional Green Infrastructure (GI) has yet to translate into holistic implementation in the built environment. This oversight stems from assumptions that many ecosystem services occur passively and thus potential synergies are overlooked during planning and design. This study offers specific guidance for coordinating GI planning, design, and construction by examining the current state of academic literature on these aspects. It identifies 15 GI elements (e.g., green roofs) and 15 objectives (e.g., biodiversity) to collectively consider before implementation. The literature tends to isolate discussions of “engineered” GI elements with water-related objectives, while more “natural” GI are linked to biodiversity and human well-being. Coordinating across GI objectives and elements remains imperative, but evaluating too many options risks a paradox of choice. This study recommends short-term adherence to principles of adaptive design and, in the long-term, reemphasizes multifunctionality assessments, inter and transdisciplinary collaboration, and political will. © The Author(s) 2024.",About Sufficiency
"How to build science-action partnerships for local land-use planning and management: Lessons from Durban, South Africa","The gap between scientific knowledge and implementation in the fields of biodiversity conservation, environmental management, and climate change adaptation has resulted in many calls from practitioners and academics to provide practical solutions responding effectively to the risks and opportunities of global environmental change, e.g., Future Earth. We present a framework to guide the implementation of science-action partnerships based on a real-world case study of a partnership between a local municipality and an academic institution to bridge the science-action gap in the eThekwini Municipal Area, South Africa. This partnership aims to inform the implementation of sustainable land-use planning, biodiversity conservation, environmental management, and climate change adaptation practice and contributes to the development of human capacity in these areas of expertise. Using a transdisciplinary approach, implementation-driven research is being conducted to develop several decision-making products to better inform land-use planning and management. Lessons learned through this partnership are synthesized and presented as a framework of enabling actions operating at different levels, from the individual to the interorganizational. Enabling actions include putting in place enabling organizational preconditions, assembling a functional well-structured team, and actively building interpersonal and individual collaborative capacity. Lessons learned in the case study emphasize the importance of building collaborative capacity and social capital, and paying attention to the process of transdisciplinary research to achieve more tangible science, management, and policy objectives in science-action partnerships. By documenting and reflecting on the process, this case study provides conceptual and practical guidance on bridging the science-action gap through partnerships. © 2016 by the author(s).",About Sufficiency
"Vehicle emissions and fertilizer impact the leaf chemistry of urban trees in Salt Lake Valley, UT","The urban nitrogen (N) and carbon (C) cycles are substantially influenced by human activity. Alterations to these cycles include increased inputs from fossil fuel combustion and fertilizer use. The leaf chemistry of urban trees can be used to distinguish between these different N and C sources. Here, we evaluated relationships between urban vegetation and different N and C sources in street and residential trees in the Salt Lake Valley, Utah. We tested three hypotheses: 1) unfertilized street trees on high traffic density roads will have higher leaf %N, more enriched δ15N and more depleted δ13C than unfertilized street trees on low traffic density roads; 2) trees in high income residential neighborhoods will have higher leaf %N, more depleted δ15N and more enriched δ13C than trees in lower income neighborhoods; and 3) unfertilized street trees will have lower leaf %N, more enriched δ15N and more depleted δ13C than fertilized residential trees. Leaf δ15N was more enriched near high traffic density roads for one study species. However, street tree δ15N and δ13C were largely influenced by vehicle emissions from primary and secondary roads within 1000 m radius rather than the immediately adjacent road. Leaf δ13C was correlated with neighborhood income, although this relationship may be the result of variations in irrigation practices rather than variations in C sources. Finally, unfertilized trees in downtown Salt Lake had lower leaf %N, more enriched δ15N and more depleted δ13C than fertilized trees. These results highlight that urban trees can serve as biomonitors of the environment. Moreover, they emphasize that roads can have large spatial footprints and that the leaf chemistry of urban vegetation may be influenced by the spatial patterns in roads and road densities at the landscape scale. This study highlights that vehicle emissions and fertilizer have isotopically distinct influences on urban foliage. It also underscores that dense urban roads have a large spatial footprint. © 2019 Elsevier Ltd",About Sufficiency
"Biodiversity and direct ecosystem service regulation in the community gardens of Los Angeles, CA","Context Urban community gardens are globally prevalent urban agricultural areas and have the potential to fulfill human needs in impoverished neighborhoods, such as food security and access to open space. Despite these benefits, little research has been conducted evaluating environmental and socioeconomic factors influencing community garden plant biodiversity and ecosystem services (ES). Objective Our study investigated the drivers of managed plant richness, abundance, and ES production in community gardens across Los Angeles County, CA from 2010 to 2012 at regional, garden, and plot scales. Methods Fourteen community gardens were visited in the summers of 2010-2012 for comprehensive species surveys across regional, garden, and plot scales. We compared biodiversity to household income, plot size, and gardener ethnicity. Results In total, 707 managed plant species were recorded in summer surveys over a 3-year period. Ornamental plant richness increased with neighborhood income, while edible and medicinal richness increased with size of garden plots. Gardener ethnicity also influenced the composition of managed species, especially edible species. Conclusions We explain these patterns through a hierarchy of needs framework; gardeners preferentially plant species progressively less connected to human need. Ornamental plant increases in high-income regions may be explained by their requirement for financial investment and maintenance time. Cultural and provisioning ES are important for immigrant populations, resulting in ethnically distinct crop assemblages. Finally, distinct species-area relationships imply high demand for food abundance and biodiversity. Our quantitative results indicate that community gardens contribute to a biologically diverse urban ecosystem and provide valued ecosystem services in food insecure regions.",About Sufficiency
Stormwater nature pockets: A case for using green infrastructure to create engaging childhood spaces,"INTRODUCTION Urban areas require stormwater management. Recently there has been a movement towards more nature-based, green infrastructure approaches for managing stormwater. These systems have also demonstrated additional ecosystem benefits much needed in urban areas. At the same time, decades of research support the need for access to nature for healthy childhood development. Designing and locating nature-based stormwater systems where children frequent renders systems as multifunctional spaces, providing synergetic opportunities, which benefit individuals and communities. Challenges to integrating these spaces include safety, cost, and management, all of which can be overcome by smart and appropriate design. Such design requires collaboration between different skillsets and stakeholders through some minimal, but essential changes in the consultation and design process. Ultimately, integrating nature-based stormwater practices into children’s outdoor spaces will provide economic, environmental, and social benefits to urban areas. © 2015, College Publishing. All rights reserved.",About Sufficiency
