title,abstract,true_label
US decarbonization impacts on air quality and environmental justice,"As policy organizations consider strategies to mitigate climate change, decarbonization initiatives can also reduce health-impacting air pollutants and may affect the associated racial disparities of adverse effects. With the U.S. Environmental Protection Agency CO-Benefits Risk Assessment Health Impacts Screening Tool (COBRA), we compare three decarbonization scenarios and their impacts at the regional and county scales. COBRA calculates changes in county-level ambient fine particulate matter (PM2.5), and associated mortality impacts, for each decarbonization scenario. We compare these patterns with demographic data to evaluate the relative exposure reduction benefit across race and ethnicity. Carbon-free electricity would reduce national average ambient PM2.5 concentrations by 0.21 mu g m(-3), compared with a 0.19 mu g m(-3) reduction associated with carbon-free industrial activity, and a 0.08 mu g m(-3) reduction associated with carbon-free light duty vehicle (LDV) transportation. Decarbonization strategies also vary in terms of the racial groups most benefitting from each scenario, due to regional and urban/rural patterns in emission sources and population demographics. Black populations are the only group to experience relative exposure reduction benefits compared to the total population in every scenario, with industrial decarbonization yielding 23% greater reductions in ambient PM2.5 concentrations for Black populations than for the total U.S. population. The largest relative reduction in PM2.5 exposure was found for Asian populations in the carbon-free LDV transportation scenario (53%). The magnitudes of total air quality improvements by scenario vary across regions of the U.S., and generally do not align with the decarbonization policy that achieves the largest equity goal. Only the transportation decarbonization scenario meets the criteria of the Justice40 Initiative nationwide, fulfilling the 2021 commitment by U.S. President Biden that federal investments in clean energy are designed to allocate at least 40% of benefits to disadvantaged communities.",Not About Sufficiency
Untapped Aspects of Innovation and Competition within a European Resilient Circular Economy. A Dual Comparative Study,"The paper aims to develop-based on a particular dual comparative analysis that follows the current European concerns-the concepts of competitiveness and innovation as pillars uprighting companies' resilience, creating ecoinnovative jobs and social inclusion. In their struggle to meet the Circular Economy principles and Green Deal objectives, the countries chosen for analyses-Romania and Serbia-have started implementing added-value blockchain concepts in their societies to thrive in the resilient European market and build empowered societies. According to the World Economic Forum Global Sources of Competitiveness, skills considered in our study refer to businesses' versatility and societies' innovation capability. Based on specific data provided by Eurostat, the results showed a correlation between the ecoinnovation index and R&D personnel by sector and helped design a regression model. Hence, we demonstrate that R&D creativity, once stimulated through innovative teaching, blooms, having positive effects at society and market levels as reflected in the ecoinnovation index. Furthermore, cluster analysis within E.U. innovation helped identify strengths and weaknesses, provided new grounds in applying innovation, and led to further recommendations.",Not About Sufficiency
Unlocking the significant worldwide potential of better waste and resource management for climate mitigation: with particular focus on the Global South,"Numbers do matter; the Intergovernmental Panel on Climate Change (IPCC)'s 2010 data that the waste sector is responsible for just 3% of global greenhouse gas (GHG) emissions has led to the misperception that solid waste management (SWM) has little to contribute to climate mitigation. Global efforts to control methane emissions and divert organic waste from landfills had already reduced direct emissions. But end-of-pipe SWM has also been evolving into more circular waste and resource management, with indirect GHG savings from the 3Rs (reduce, reuse, recycle) which IPCC accounts for elsewhere in the economy. The evidence compiled here on both direct emissions and indirect savings demonstrates with high confidence that better waste and resource management can make a significant contribution to climate mitigation, and must form a core part of every country's nationally determined contribution. Even the most advanced countries can still achieve much from the 3Rs. In the Global South, the challenge of extending waste collection to all and stopping open dumping and burning (sustainable development goal 11.6.1), essential to improve public health, can be turned into a huge opportunity. Moving early to divert waste from landfill by separation at source and collecting clean organic and dry recycling fractions, will mitigate global GHG emissions, slash ocean plastics and create decent livelihoods. But this can only happen with targeted climate, plastics and extended producer responsibility finance; and help to local communities to help themselves.",Not About Sufficiency
Unlocking Energy from Waste: A Comprehensive Analysis of Municipal Solid Waste Recovery Potential in Ghana,"Ghana is currently facing a waste crisis that presents considerable risks to its environment, economy, and public health. This investigation evaluates four prospective waste-to-energy options-namely, incineration, anaerobic digestion, gasification, and landfill gas-with the objective of mapping out a sustainable strategy for efficient waste management. Among these solutions, anaerobic digestion stands out as a superior option, offering renewable energy production, valuable bio-product creation, and a comparatively lower greenhouse gas emission effect. A cost analysis further reveals that utilizing biogas from anaerobic digestion is not only environmentally friendly but also economically more viable than relying on light crude oil. Producing 200 MW of energy using biogas costs 36% less, potentially resulting in monthly savings of USD 5.46 million for Ghana. However, several obstacles impede the development of WtE. Inaccurate waste data and a lack of clear policies on waste-to-energy hinder the harnessing of Ghana's WtE potential. To address this, the study recommends (1) implementing a well-defined national strategy complete with regulations and incentives to attract investments and (2) conducting specialized research to optimize WtE technologies for Ghana's unique waste composition and context. By surmounting these challenges, Ghana stands poised to secure a sustainable future, simultaneously meeting the targets of Sustainable Development Goals 7 and 11. This entails ensuring access to affordable, reliable, sustainable, and modern energy for all (SDG 7) and fostering inclusive, safe, resilient, and sustainable cities and human settlements (SDG 11).",Not About Sufficiency
"Understanding stakeholder perceptions of environmental justice: a study of tourism in the Erhai Lake basin, Yunnan province, China","Environmental justice is an important component of sustainable tourism, but stakeholder perspectives related to environmental justice may vary. Using Q-methodology, we investigated different stakeholder perceptions related to environmental justice within the context of tourism and ecological restoration. Specifically, in the Erhai Lake basin, China, we explore perspectives around an ecological restoration effort that included the government mandated closure of 1900 establishments (inns and restaurants) in response to environmental degradation. We identify and explore four environmental justice perspectives: the togetherness, protection, operator loss, and local loss perspectives. These four perspectives are contextualized within three dimensions of environmental justice (i.e., distribution, recognition, and participation). Our findings highlight differing views related to who is affected most by the inn closures (e.g., future generations, local residents, inn owners), and general consensus related to the outcomes of the process being more important than the process itself. Finally, we discuss potential reasons for these differing perspectives and recommend ways to improve environmental justice among different stakeholders. This research can facilitate sustainable development of tourism by highlighting the facets of ecological restoration policy implementation most important to stakeholders, including recognition of diverse stakeholder concerns and identities, clear and well supported rationale for policy design, and increased equity in the distribution of costs and benefits of policies.",Not About Sufficiency
"Revisiting the environmental impact of renewable energy, non-renewable energy, remittances, and economic growth: CO2 emissions versus ecological footprint for top remittance-receiving countries","The study examined the impact of renewable energy, non-renewable energy, remittances, and economic growth on environmental degradation from the perspective of carbon dioxide emissions (CO2) and ecological footprint for the top 50 remittance-receiving countries for 1991–2018. This study simulates the environmental future for attaining the targets of Sustainable Development Goal 7 (SDG7) using the latest datasets. This study is one of the few that empirically explores how various explanatory variables affect CO2 and ecological footprint. The study employed the pool mean group autoregressive distributive lag (PMG-ARDL), fully modified ordinary least squares (FMOLS), and dynamic ordinary least squares (DOLS) techniques for the analysis. In the long-run, non-renewable energy and economic growth have a positive impact, whereas renewable energy and remittances have a negative impact on CO2 and ecological footprint. The impact of non-renewable energy on CO2 and ecological footprint is more significant than renewable energy in both the short- and long-run. Most of the variables have a bidirectional causality among each other. This highlights the need for a paradigm shift towards renewable energy in the top recipients specifically for developing countries.",Not About Sufficiency
Trends in Global Agricultural Land Use: Implications for Environmental Health and Food Security,"The eighteenth-century Malthusian prediction of population growth outstripping food production has not yet come to bear. Unprecedented agricultural land expansions since 1700, and technological innovations that began in the 1930s, have enabled more calorie production per capita than was ever available before in history. This remarkable success, however, has come at a great cost. Agriculture is a major cause of global environmental degradation. Malnutrition persists among large sections of the population, and a new epidemic of obesity is on the rise. We review both the successes and failures of the global food system, addressing ongoing debates on pathways to environmental health and food security. To deal with these challenges, a new coordinated research program blending modern breeding with agroecological methods is needed. We call on plant biologists to lead this effort and help steer humanity toward a safe operating space for agriculture.",Not About Sufficiency
"Trends and social aspects in the management and conversion of agricultural residues into valuable resources: A comprehensive approach to counter environmental degradation, food security, and climate change","The circular economy is essential as it encourages the reuse and recycling of resources while reducing waste, which ultimately helps to reduce environmental pollution and boosts economic efficiency. The current review highlights the management of agricultural and livestock residues and their conversion into valuable resources to combat environmental degradation and improve social well-being. The current trends in converting agricultural residues into useful resources emphasize the social benefits of waste management and conversion. It also em-phasizes how waste conversion can reduce environmental degradation and enhance food security. Using agricultural residues can increase soil health and agricultural output while reducing pollution, greenhouse gas emissions, and resource depletion. Promoting sustainable waste-to-resource conversion processes requires a combination of strategies that address technical, economic, social, and environmental aspects. These multiple strategies are highlighted along with prospects and considerations.",Not About Sufficiency
Treaty Preambles and The Environmental Justice Gap,"Global environmental architectures have the potential to reduce inequalities, however, legal, and political procedures and structures may also increase injustices and disempowerment. Multilateral environmental agreements create large regimes over some of the most expansive planetary systems. Contracting states list the purposes, motivations and considerations that led them to conclude legally binding agreements in treaty preambles that are an interpretive tool, a declaration of context, motivation, and intent of the contracting states or parties. This study produces an environmental justice conceptual framework that references the scholarship on environmental justice and environmental governance, outlines the elements required to introduce environmental justice debates into treaty preambles, and gives an example of its application to determine whether the preambles include justice concepts. The preambles selected are from treaties with broad geographic and subject matter scope: they regulate oceans, climate, and biodiversity, the transport of waste, mercury pollution, migratory and endangered species, and wetlands. Using the environmental justice conceptual framework, the study found a justice gap between how justice is addressed in justice debates and literatures and the stated intent of the contracting parties in the preambles. The conclusions support the literature that argues that multilateral environmental agreements (MEAs) are ahistorical as regards the moral responsibility that lies at the heart of the definitions of justice.",Not About Sufficiency
Transmigrants Experiences of Recognitional (in)Justice in Indonesia's Environmental Impact Assessment,"This paper unpacks the environmental justice concerns of rural migrants in relation to land tenure and Environmental Impact Assessment (EIA) processes. We explore the ""geography of recognition"", whereby sense of community, identity and place interact to produce unequal experiences of recognitional justice in relation to the EIA process. We develop our argument by using qualitative research and a village case study in East Kalimantan, Indonesia, involving transmigrant communities and indigenous Kutai people. This study highlights how a failure to recognize transmigrants' identity creates barriers to their meaningful participation in the EIA. Structural flaws in the decentralized land-use system mean a failure to address the contested claims for recognition and land rights between transmigrant and indigenous communities, which in turn fuels social and environmental conflict. Resolving land tenure conflicts requires the empowerment of socially marginalized groups in the decision-making over land-use projects affecting them.",Not About Sufficiency
Transitioning to a low carbon society through energy communities: Lessons learned from Brazil and Italy,"New legal arrangements for the aggregation of distributed generation and demand are required for the future electricity grid so as to increase flexibility, resilience, citizens? participation and also alleviate energy poverty. To promote the transitioning to a low carbon society, countries are reforming their legal framework to enable broad civic engagement in the energy markets. This work analyses the process of reform of the legal framework of the electric sector with focus on energy communities, using two study cases, one in Brazil and another in Italy. The research performed is applied, qualitative, descriptive and exploratory. The work uses multiple research methods, blending case studies, semi-structured interviews and a systematic literature review for data collection and the functional method of comparative law, discourse analysis and triangulation for data analysis. The findings suggest greater consideration of the energy poverty nexus in the policy design of the electricity sector and they also reveal the important role of specialized technical bodies and governmental institutions for the takeoff and success of an energy community endeavour, highlighting crucial aspects for an energy transition aligned with the Paris Agreement and the goals of Agenda 2030.",Not About Sufficiency
Transformative disruptiveness or transition? Revealing digitalization and deep decarbonization pathways in the Italian smart electricity meter roll-out,"Energy infrastructure digitalization is proposed as key for a just deep decarbonization. However, an integrative literature review reveals the lack of a more profound exploration on normative considerations tied to world perspectives and values, as levers of a lasting transformation in the context of socio-technical transitions. Thus, the paper employs qualitative research methods to investigate how energy infrastructure digitalization contributes to transformative disruption, along which deliberated deep decarbonization pathways, using Italy's smart electricity meter roll-out as a case study. While the roll-out represents a substantial effort in introducing digital devices into the residential sector, concerns persist about its effectiveness, also due to potential societal disruptions. Through in-depth interviews with experts (N = 17) and citizens (N = 23) and content-oriented analysis, the research unveils evolving pathways between ever more disengaged two grand narratives and value systems: energy as a commodity and energy as a common good. The first opts for technological progress, changing consumer behavior, to address energy poverty and social justice, building on market-based instruments and new business models. Conversely, the second harbors skepticism towards technological fixes, emphasizes energy sufficiency and questions energy opulence, linked to environmental justice considerations, and calling for corrective principles by regulatory means. Finally, the paper presents a conceptual framework to re-shape deep deliberative transformation, highlighting the importance of re-connecting to defined values, re-generating actionable knowledge, restructuring institutions in societal experimentation, and recognizing underlying processes such as justice claims. It argues for further research into discourse coalitions capitalizing on defined narratives, to better understand their impact on policy-making processes.",Not About Sufficiency
Transactional colonialism in wind energy investments: Energy injustices against vulnerable people in the Isthmus of Tehuantepec,"Energy production is a source of disputes across the world. Governments and firms argue that investing in wind energy contributes to the sustainable development of energy systems. However, wind farms perpetuate ongoing injustices and instigate new injustices. Vulnerable groups such as excluded and marginalised indigenous people can trace the injustices in low-carbon investments to a historical continuity of oppression and repression by internal and external elite groups. Based on a qualitative longitudinal study in the Isthmus of Tehuantepec in Oaxaca, Mexico, we expand our understanding of the energy justice framework in two ways. First, we show that cognitive justice is a vital dimension for understanding different ways of life, traditions and customs. Second, we propose the new concept of 'transactional colonialism', which emphasises the role of economic transactions between firms and economically motivated members of indigenous communities with the support of elite actors. This article provides new insights into the conflicting dynamics of wind energy investments in the Global South.",Not About Sufficiency
Tracing the development of Anti-Fossil Fuel Norms: insights from the Republic of Ireland,"Recent scholarly work on sustainability transitions has highlighted the importance of the development of norms against fossil fuels, or Anti-Fossil Fuel Norms (AFFNs), for climate mitigation. However, further research is needed to understand the mechanisms and conditions by which such norms are developed and secured for successful sustainability transitions. This paper contributes to addressing this, through analysing the case of the Republic of Ireland, probing the emergence of norms against fossil fuels and notably against natural gas (also referred to here as 'fossil gas'). Whilst Ireland is considered an overall laggard on climate action, in recent years the country has witnessed several ground-breaking supply-side moves against fossil fuels. Drawing on in-depth original research interviews and analysis of key political sources, including parliamentary debates and policy documents, the paper finds evidence of norms against fossil gas emerging in the Irish case. The analysis contributes insights into the iterative development of AFFNs at the domestic level, the role of environmental movements, and broader lessons for the development of a just transition away from fossil gas.Key policy insightsInitial moves against fossil fuels, even if not successful, can unleash political feedback effects which open space for more stringent policy development over timeDelayed action on sustainability leads to more complex transition challenges, with implications for ensuring justice within transition processesGrassroots environmental movements are important 'norm entrepreneurs', providing important sources of expertise, effective communication for policy and the public on the impacts of fossil fuels and mobilisation of wider citizen support for climate policyAFFN discursive framings can help to build alliances, advance climate justice, and support the development of environmentally and socially just transitions.",Not About Sufficiency
"Toxicants, entanglement, and mitigation in New England's emerging circular economy for food waste","Drawing on research with food waste recycling facilities in New England, this paper explores a fundamental tension between the eco-modernist logics of the circular economy and the reality of contemporary waste streams. Composting and digestion are promoted as key solutions to food waste, due to their ability to return nutrients to agricultural soils. However, our work suggests that food waste processors increasingly find themselves responsible for policing boundaries between distinct ""material"" and ""biological"" systems as imagined by the architects of the circular economy-boundaries penetrable by toxicants. This responsibility creates significant problems for processors due to the regulatory, educational, and structural barriers documented in this research. This paper contributes to scholarship which suggests the need to rethink the modernist logics of the circular economy and to recognize the realities of entangled material and biological systems. More specifically, we argue that if circularity is the goal, policy needs to recognize the barriers food waste processors face and concentrate circularity efforts further upstream to ensure fair, just, and safe circular food systems.",Not About Sufficiency
Towards Decarbonization: Sustainable Incentives in a Price-Competitive Maritime Supply Chain with Environmentally Conscious Shippers,"Transitioning carriers to low-emission technologies requires huge investment, and subsidies have proven to be efficient tools in overcoming cost barriers. In this study, game-theoretic models were formulated to study the impact of subsidies on carbon emissions reduction with green shippers in a price-competitive environment. Equilibrium solutions for three scenarios were derived through model analysis, followed by numerical analyses. The results indicate the following: (1) Government subsidies are effective and advantageous for decarbonization with carrier competition but will lower service prices, profits, and social welfare. (2) Intensified price competition leads to increases in carbon emissions, service prices, and social welfare while decreasing demands and profits in some scenarios. (3) Shippers' green preferences have a positive effect on carbon emission reduction, profits, and social welfare. These findings provide valuable managerial insights for both the government and shipping companies in promoting a more sustainable environment.",Not About Sufficiency
"Towards a Just Energy Transition, Barriers and Opportunities for Positive Energy District Creation in Spain","To mitigate the effects of climate change, the European Commission created a Strategic Energy Technology Plan committing to forming 100 Positive Energy Districts (PEDs) by 2025. These are considered to potentially be major instruments for decarbonization in a just transition. This plan has led to some districts being defined as PEDs, although none have fully met the criteria to be a PED yet. Research shows that new forms of energy ownership and production, as could potentially be found in PEDs, could help reduce energy poverty, which affects a significant segment of the population, as households can reduce their energy expenditure as well as improve their energy behavior. This paper set out to shed light on the PED landscape, investigating the barriers and opportunities to PED creation in Spain and its potential to mitigate energy poverty. We conducted a literature review on community-owned energy in Spain, followed with expert interviews (energy researchers, stakeholders, and NGOs) who focus on sustainability issues in Spain. Results show a number of barriers (lack of knowledge and awareness, and lack of trust from consumers) and opportunities connected with the creation of PEDs. In conclusion, policymaker engagement and support play a key role in successfully implementing PEDs.",Not About Sufficiency
Towards a just circular transition: Fostering principles and stakeholder roles in sustainable partnerships,"Developing sustainable partnerships is deemed crucial and timely for advancing circular economy transition efforts. Yet, academic literature signals a need for additional insights into stakeholder roles and their impact on social and environmental justice. The Quintuple Helix Model offers a framework to analyze how stakeholders from the five 'helices' can collaborate to overcome sustainability difficulties. Using an embedded multiple case study design, this exploratory paper proposes a set of 10 principles and 11 stakeholder roles for fostering a just circular economy transition, whilst recognizing the complexity of real-world sustainable partnerships. This paper further discusses challenges that may endanger the maintenance of sustainable partnerships such as conflicting or misaligned stakeholder interests, power imbalances, competition, lack of trust, conflict, or resource constraints. The paper extends the Quintuple Helix Model's applicability toward circular transitions, by introducing fostering principles and stakeholder roles that facilitate a just circular transition. Managerial and policy recommendations are formulated to nurture sustainable partnerships that foster a just circular transition.",Not About Sufficiency
"Towards a Comprehensive Framework of the Relationships between Resource Footprints, Quality of Life, and Economic Development","The relationship between economic affluence, quality of life, and environmental implications of production and consumption activities is a recurring issue in sustainability discussions. A number of studies examined selected relationships, but the general implications for future development options to achieve environmentally and socially sustainable development of countries at different levels of per capita resource footprints, quality of life, and income have not yet been investigated in detail. In this study, we use a global dataset with 173 countries to assess the overall relationship between resource footprints, quality of life, and economic development over the period of 1990-2015. We select the material footprint and carbon footprint and contrast them with the Human Development Index, the Happiness Index, and GDP per capita. Regression analyses show that the relationship between various resource footprints and quality of life generally follows a logarithmic path of development, while resource footprints and GDP per capita are linearly connected. From the empirical results, we derive a generalized path of development and cluster countries along this path. Within this comprehensive framework, we discuss options to change the path to respect planetary and social boundaries through a combination of resource efficiency increases, substitution of industries and sufficiency of consumption. We conclude that decoupling and green growth will not realize sustainable development if planetary boundaries have already been transgressed.",Not About Sufficiency
"Towards a CO2-neutral steel industry: Justice aspects of CO2 capture and storage, biomass- and green hydrogen-based emission reductions","A rapid transition towards a CO2-neutral steel industry is required to limit climate change. Such a transition raises questions of justice, as it entails positive and negative impacts unevenly distributed across societal stakeholders. To enable stakeholders to address such concerns, this paper assesses the justice implications of three options that reduce emissions: CO2 capture and storage (CCS) on steel (up to 70%), bio-based steelmaking (up to 50%), and green hydrogen-based steel production (up to 100%). We select justice indicators from the energy, climate, labour and environmental justice literature and assess these indicators qualitatively for each of the technological routes based on literature and desk research. We find context-dependent differences in justness between the different technological routes. The impact on stakeholders varies across regions. There are justice concerns for local communities because of economic dependence on, and environmental impact of the industry. Communities elsewhere are impacted through the siting of infrastructure and feedstock production. CCS and biobased steelmaking routes can help retain industry and associated economic benefits on location, while hydrogen based steelmaking may deal better with environmental concerns. We conclude that, besides techno-economic and environmental information, transparency on sector-specific justice implications of transforming steel industries is essential for decision-making on technological routes.",Not About Sufficiency
Towards a circular economy and just transition to net-zero in rural Scotland: Resident perspectives on policy and practice,"The circular economy and just transition are key dimensions of the sustainability challenges of the 21st century. These concepts are ambiguous and meanings differ among actors, sectors and contexts. This paper examines the circular economy and a just transition to net-zero in the Scottish context, where both are prominent in national policy discourses and central to the work of Zero Waste Scotland. It is based on qualitative research, co-designed with Zero Waste Scotland, to explore how rural residents in Scotland understand the circular economy and just transition, in their everyday lives and communities. This is an under-researched area and our findings add new knowledge useful for implementing sustainability policies in a rural context. Focus groups were carried out in three rural areas, engaging with a range of residents in a deliberative setting. The findings support the need for a more collaborative, whole systems approach that moves beyond siloed thinking and which focuses on local capacity and knowledge building for transitions to more sustainable rural communities.",Not About Sufficiency
TOWARD A SOCIALLY JUST TRANSITION TO LOW CARBON DEVELOPMENT: THE CASE OF INDONESIA,"In 2019, the Indonesian government released its post-Paris Agreement report Low Carbon Development: a paradigm shift towards a green economy in Indonesia, in which it set out an economic rationale for a move to low carbon growth. The core of the paradigm shift referenced in the report's title was that growth not only had to be decoupled from high carbon inputs but that in both practice and outcomes it had to be sustainable and inclusive. Yet the report does little to define social justice, equity practices, or inclusive outcomes in a green economy context. In this article, we foreground distributive, procedural and recognition aspects of social justice that are central to Indonesia's climate mitigation efforts and transition to a green, low carbon economy. We focus on two sectors that are key to this transition - forest and land-use, and energy. Our analysis shows that existing forms of injustice can exacerbate challenges for decarbonisation action and that low carbon transitions initiatives have been unable to overcome various forms of injustice and have, in some cases, created new injustices.",Not About Sufficiency
Toward a just circular economy: conceptualizing environmental labor and gender justice in circularity studies,"Over the past decade, the concept of circular economy (CE) has gained political traction as a potential solution to economy-environment tradeoffs. However, critical social scientists have raised concerns that CE may not address the root causes or consequences of environmental degradation, thus remaining ineffective. Concurring with this critique, this article highlights three constituent elements of the linear economy that remain unaddressed in CE frameworks: environmental, labor, and gender inequalities. Building upon scholarship from environmental justice, environmental labor studies, and feminist ecological economics, we elaborate a conceptual framework to interrogate the existing literature. Our analysis shows that current CE models 1) are mainly concerned with return on capital investment and sustained growth of gross domestic product (GDP) rather than with redressing the North/South inequalities embedded in the linear economy model; 2) present a limited perspective on labor, with a primary focus on the number of jobs to be created, rather than their quality, or workers' leadership; and 3) overlook gender inequalities and the sexual division of labor, thus reproducing the devaluation of care that lays at the roots of socioecological crises. We conclude by suggesting avenues for elaborating a ""just circular economy"" framework.",Not About Sufficiency
Imperata economics and policy,"Should policymakers - or anyone else - care about millions of ha of Imperata grasslands? The answer depends on the balance between costs of conversion to other uses and the net benefits produced in economic growth, poverty alleviation, and protection of the environment. The first section on Imperata economics sets up the analytical framework to address this question and draws on the wider development economics literature to consider whether growth and poverty alleviation are conflicting or complementary objectives. Although evidence is limited, it suggests smallholder-based agroforestry could provide the same economic growth with greater poverty alleviation than large-scale forestry estates. There is, however, no substitute for project appraisal for specific settings. The second section on Imperata policy reviews whether policy distortions and market failures provide a sufficient rationale for direct policy intervention to promote tree planting on Imperata grasslands. Estimates of imputed values of carbon sequestration to alleviate global warming are presented for Acacia mangium and rubber agroforestry. The conclusion summarizes the policy research agenda and examines the desirability and feasibility of policy intervention to promote carbon sequestration through Imperata grassland conversion to tree-based systems.",Not About Sufficiency
The marginal costs of greenhouse gas emissions,"Estimates of the marginal costs of greenhouse gas emissions are an important input to the decision how much society would want to spend on greenhouse gas emission reduction. Marginal cost estimates in the literature range between $5 and $25 per tonne of carbon. Using similar assumptions, the FUND model finds marginal costs of $9-23/tC, depending on the discount rate. If the aggregation of impacts over countries accounts for inequalities in income distribution or for risk aversion, marginal costs would rise by about a factor of 3. Marginal costs per region are an order of magnitude smaller than global marginal costs. The ratios between the marginal costs of CO2 and those of CH4 and N2O are roughly equal to the global warming potentials of these gases. The uncertainty about the marginal costs is large and right-skewed. Tlte expected value of the marginal costs lies about 35% above the best guess, the 95-percentile about 250%. Copyright © 1999 by the IAEE. All rights reserved.",Not About Sufficiency
RELATIONSHIPS BETWEEN SUSTAINABILITY DIMENSIONS IN GREECE,"Sustainability, or sustainable development has three aspects: economic, social and environmental. The level of economic development is shown by a nation's standard of living or purchasing power and is measured by the real per capita output. Social resilience is indicated by income inequality and quantified by the Gini coefficient. Environmental sustainability isapproximated by the amount of greenhouse gas emissions per capita. The objective of this research is to empirically study the relationships between the degree of economic development, socialresilience and environmental quality in Greece.This objective has been accomplished by deriving the original and the environmental Kuznets curves for Greece. The original Kuznets curve displays the connection between the level of economic development (real GDP per capita) and social stability (the Gini coefficient), whereas the environmental Kuznets curve illustrates the link between the degree of economic development and the level of environmental degradation.The relationships between the standard of living and income inequality,on the one hand, and the standard of living and environmental degradation, on the other hand, have been both investigated by an ordinary least squares (OLS) regression. The empirical results from the research show that in Greece the rise in social resilience and environmental quality is accompanied by a fall in the living standard (the purchasing power per capita).It is advisable that Greek policymakers shift the Kuznets curves to the right in order to achieve a better trade-off between the living standard, on the one hand, and income inequality and the quality of environment, on the other hand.The original Kuznets curve may be shifted to the right by changing the type Green tax system from consumption-based to hybrid.The environmental Kuznets curve can be moved to the right by investments in low-carbon economy, which contribute to ""green"" economic growth.",Not About Sufficiency
Conservation agrivoltaics for sustainable food-energy production,"Transformative strategies in agriculture are needed to address urgent global challenges related to energy and food production while reinforcing natural resources and the environment. Agrivoltaics (AV) has emerged in the past decade as one solution to this fundamental challenge of improving energy and food security. AV is defined as the co-location of solar photovoltaic (PV) panels and crops on the same land to optimize food and energy production simultaneously and sustainably. Here, we propose that AV, together with conservation agriculture management practices (CAMP) strategies can help to intensify food security and energy production while reinforcing natural resources and the environment. Our main assertions in this opinion article are that: (1) AV systems need to overcome several agronomical, environmental, and ecological challenges to intensify food and energy production sustainably; (2) CAMP applied to AV systems can preserve the environment and ensure climate-resilient food production; (3) implementation of CAMP in AV can lead to long-term carbon sequestration, lower greenhouse gas emissions, and maintain or increase crop yields while preserving soil health and biodiversity; and (4) adoption of CAMP in AV can bring economic benefits, although challenges need to be overcome. This opinion article proposes a new ecosystem approach to integrate renewable energy and sustainable food production and encourages research on the effects of CAMP on AV systems.",Not About Sufficiency
Effects of response requirement and the availability of an alternative reinforcer on cigarette smoking by schizophrenics,"Cigarette smoking and other forms of drug abuse are more prevalent among schizophrenics than the general population. Despite the clinical importance of this problem, there has been relatively little experimental study of schizophrenic drug use. We examined under controlled laboratory conditions the effects of response requirement and the availability of an alternative (monetary) reinforcer on cigarette smoking by schizophrenics. Subjects were six heavy smokers with diagnoses of schizophrenia or schizoaffective disorder. Before each session, subjects provided carbon monoxide samples indicating recent smoking abstinence. During 3-h sessions, subjects obtained opportunities to smoke (2 puffs/opportunity) under a fixed ratio (FR) schedule of reinforcement, which varied across sessions from FR50 to FR6400. In half of the sessions, subjects also were able to earn a small amount of money ($0.25/ratio completed) under an FR400 schedule. Increasing the response requirement for smoking decreased smoking and increased smoking- maintained responding. The availability of the monetary reinforcer decreased smoking and smoking-maintained responding by approximately half. These results are consistent with those seen previously in community volunteers without major mental illness studied under the same experimental conditions, suggesting that smoking by these two populations is controlled, at least in part, by a common set of determinants.",Not About Sufficiency
Thriving Through Adversity: Ancestral Wisdom and Environmental Justice,"This four-poem collection pays homage to ancestral knowledge-sharing while critiquing the dominance of violent Western epistemic academic structures. Written in an autobiographical and free-verse style reminiscent of my grandfather's storytelling, the poems draw inspiration from personal experiences and a commitment to environmental justice. They weave a narrative of ancestral resilience and personal growth and conceptualize my work. The first poem delves into intergenerational trauma and environmental resilience during El Salvador's Civil War, reflecting on coping strategies, ancestral healing legacies, and my environmental justice journey. The second poem traces my journey from a challenging upbringing to a PhD in Environmental Science, emphasizing ancestral guidance, commitment to justice, and resilience against oppression. The third poem focuses on reconnecting with family and Indigenous heritage, advocating for cultural preservation and restorative environmental justice. The fourth poem introduces ""Cryptonocene"" as a framework for studying the social-environmental-health impacts of cryptocurrencies and related technologies, particularly in El Salvador. It emphasizes the environmental consequences of cryptocurrency mining, urging a nuanced understanding of the digital age's impact on ecosystems and societies-contributing to critical environmental justice and sustainable development discourse. Ultimately, the collection tells a story of resistance, healing, and advocacy for a more equitable and sustainable future. One of the goals is to establish a decolonized database, braiding reflections, theory, and resources embedded in the footnotes. It extends an invitation to collaborate with Indigenous scholars and marginalized communities, particularly in Central America. Emphasizing environmental justice, Indigenous rights, and co-creating knowledge for positive change for the Earth and its inhabitants.",Not About Sufficiency
